u_mag,g_mag,r_mag,i_mag,z_mag,redshift,petroR50_u,petroR50_r,class
19.535,19.911,20.163,20.391,20.499,0.001668,0.491,0.454,STAR
19.731,20.174,20.161,20.397,20.505,0.001645,0.57,0.481,STAR
19.728,20.094,20.087,20.235,20.287,0.000721,0.408,0.363,STAR
18.422,19.011,19.157,19.223,19.33,0.001463,0.571,0.366,STAR
16.402,16.629,16.612,16.617,16.709,0.000245,0.487,0.576,STAR
17.377,17.837,18.152,18.414,18.538,0.262679,2.986,1.682,GALAXY
20.349,21.492,21.732,22.289,22.784,0.364656,2.211,2.809,GALAXY
21.838,21.916,22.453,22.606,22.84,0.67775,3.624,1.743,GALAXY
20.14,20.054,20.376,20.571,20.676,1.041244,1.654,1.018,QSO
19.228,19.862,19.975,20.15,20.224,0.000596,0.465,0.551,STAR
19.966,20.144,20.621,21.243,21.277,0.081373,2.9,1.178,GALAXY
18.134,18.337,18.499,18.617,18.719,0.001809,0.618,0.417,STAR
21.86,22.463,23.013,23.36,23.658,0.476828,0.882,2.878,GALAXY
17.999,18.153,19.002,19.422,19.614,0.139035,2.12,1.226,GALAXY
15.469,16.116,15.959,16.011,16.196,-6.7e-05,0.498,0.574,STAR
15.728,15.934,16.348,16.582,16.59,0.012628,2.424,2.346,GALAXY
20.634,20.562,21.276,21.891,22.305,0.168849,3.47,2.113,GALAXY
18.671,19.236,19.889,20.396,20.762,0.247925,4.19,2.429,GALAXY
25.058,24.664,25.327,25.502,25.938,0.651594,2.778,3.202,GALAXY
19.525,20.262,20.726,21.142,21.372,0.015215,2.628,2.075,GALAXY
18.129,18.586,18.523,18.927,18.957,0.169088,2.798,1.633,GALAXY
21.039,21.393,21.878,22.172,22.546,0.262686,2.149,1.734,GALAXY
18.578,18.734,18.871,18.907,18.928,2.894615,0.958,1.093,QSO
16.898,17.041,17.247,17.336,17.404,1.066675,0.981,0.676,QSO
19.813,20.047,20.201,20.202,20.224,0.332171,0.978,1.038,QSO
17.989,19.222,19.545,19.978,20.273,0.401289,1.424,0.671,GALAXY
15.291,15.266,15.077,15.319,15.926,0.307099,3.029,3.225,GALAXY
17.66,17.987,18.27,18.383,18.477,0.000548,0.68,0.449,STAR
17.697,18.037,18.377,18.524,18.796,0.001277,0.381,0.478,STAR
16.269,16.517,16.72,16.921,16.971,0.001542,0.519,0.414,STAR
16.521,16.703,16.952,17.055,17.067,0.724453,0.886,1.306,QSO
18.171,18.538,18.785,19.017,19.0,0.001168,0.301,0.527,STAR
16.689,16.727,16.983,17.078,17.142,0.000995,0.353,0.662,STAR
15.647,15.812,15.778,16.078,16.151,0.000789,0.751,0.56,STAR
19.593,19.745,20.381,20.451,20.907,0.256926,3.93,3.43,GALAXY
21.601,21.968,22.1,22.241,22.254,3.28295,0.975,0.794,QSO
19.077,19.561,19.903,20.111,20.104,0.001573,0.297,0.775,STAR
18.072,18.23,18.478,18.59,18.733,0.000763,0.568,0.451,STAR
18.751,19.158,19.644,19.782,19.916,0.253045,2.239,3.883,GALAXY
15.993,17.068,17.425,17.598,17.771,0.464026,2.671,2.799,GALAXY
17.248,17.511,18.006,18.169,18.275,0.001133,0.492,0.466,STAR
19.226,19.507,19.503,19.614,19.704,-0.000573,0.529,0.492,STAR
18.705,18.938,19.271,19.357,19.701,0.251241,0.305,2.324,GALAXY
21.869,22.424,23.098,23.368,23.561,0.206131,2.946,2.391,GALAXY
18.57,18.769,18.978,19.339,19.42,0.000491,0.513,0.511,STAR
17.788,18.299,18.239,18.392,18.506,0.001262,0.517,0.569,STAR
19.499,19.605,19.927,20.111,20.163,1.939036,1.089,0.982,QSO
18.005,18.598,19.038,19.427,19.648,0.16333,2.78,3.43,GALAXY
17.629,17.805,17.741,17.81,17.869,0.001833,0.558,0.569,STAR
16.825,17.543,17.857,18.455,18.899,0.222652,3.676,1.372,GALAXY
16.193,16.375,16.603,16.631,16.71,1.922099,0.812,1.27,QSO
18.694,19.212,19.349,19.608,19.769,0.00045,0.428,0.434,STAR
21.658,22.264,22.49,23.124,23.335,0.248555,1.904,1.901,GALAXY
17.667,17.679,17.742,17.846,17.973,0.00095,0.391,0.585,STAR
20.607,21.227,21.657,21.944,22.221,0.447383,1.304,1.419,GALAXY
17.39,17.567,17.893,18.107,18.063,0.00071,0.38,0.631,STAR
19.871,20.564,21.31,21.329,21.495,0.286851,2.289,1.615,GALAXY
18.577,19.479,19.867,20.391,20.498,0.283416,2.712,2.468,GALAXY
18.465,18.437,18.753,18.778,18.78,0.000265,0.418,0.657,STAR
20.241,21.106,21.6,21.973,22.189,0.34795,1.677,3.269,GALAXY
17.872,18.43,18.323,18.28,18.321,0.000362,0.509,0.435,STAR
19.618,20.279,20.195,20.406,20.359,0.615306,1.065,1.127,GALAXY
20.756,21.683,22.408,23.049,23.085,0.020506,3.058,2.579,GALAXY
19.34,19.414,19.691,19.861,19.936,0.449876,1.014,1.167,QSO
17.317,18.172,18.42,18.87,19.145,-0.019754,3.247,2.273,GALAXY
17.145,17.273,17.419,17.679,17.723,0.000844,0.458,0.554,STAR
18.443,19.097,19.169,19.363,19.409,0.000592,0.314,0.56,STAR
17.041,17.458,17.401,17.607,17.667,0.110285,1.822,2.314,GALAXY
23.656,24.319,24.281,24.57,24.829,-0.078172,2.09,3.062,GALAXY
14.824,15.275,15.472,15.541,15.714,0.000676,0.577,0.627,STAR
18.418,18.828,19.028,18.998,19.056,0.000474,0.42,0.69,STAR
20.7,21.031,21.703,21.894,21.974,0.48308,3.164,2.613,GALAXY
17.82,17.992,18.017,18.262,18.32,0.001729,0.416,0.634,STAR
20.013,20.501,20.701,20.916,21.161,0.107304,2.191,3.73,GALAXY
17.653,17.925,18.323,18.568,18.487,0.001715,0.447,0.547,STAR
22.064,22.234,22.459,22.933,23.123,0.296961,3.896,2.354,GALAXY
15.938,16.011,16.163,16.245,16.392,0.001,0.378,0.692,STAR
19.487,20.193,20.22,20.365,20.514,0.237548,4.675,2.287,GALAXY
18.355,18.427,18.627,18.728,18.734,2.331294,0.822,1.114,QSO
15.333,15.847,15.785,15.951,16.102,0.001574,0.562,0.558,STAR
18.376,18.652,18.79,18.963,18.976,0.001559,0.606,0.395,STAR
20.667,21.25,21.791,22.211,22.586,0.232295,0.083,3.305,GALAXY
18.003,17.88,17.975,18.118,18.168,0.000298,0.397,0.407,STAR
17.007,17.051,17.226,17.393,17.395,6.7e-05,0.449,0.316,STAR
21.478,21.866,22.528,23.136,23.172,0.173718,2.302,2.651,GALAXY
20.788,21.205,21.469,21.538,21.68,0.298801,1.082,1.902,GALAXY
21.555,22.218,22.957,23.23,23.365,0.234563,2.332,2.382,GALAXY
16.878,17.136,17.237,17.341,17.466,5.7e-05,0.453,0.356,STAR
18.612,19.041,19.567,20.087,20.185,0.307138,2.366,3.518,GALAXY
14.355,14.426,14.544,14.675,14.825,0.000625,0.42,0.507,STAR
17.652,17.661,18.015,18.164,18.198,0.000859,0.362,0.592,STAR
18.802,19.589,19.915,19.869,19.778,0.001022,0.558,0.395,STAR
22.22,22.917,23.625,24.281,24.29,0.446608,1.462,2.546,GALAXY
17.065,17.55,17.634,17.803,17.879,0.001718,0.402,0.408,STAR
20.084,20.478,20.592,20.634,20.784,0.001352,0.37,0.466,STAR
14.727,14.878,15.111,15.219,15.351,0.000843,0.482,0.495,STAR
18.324,19.108,19.172,19.728,20.163,0.202841,3.438,1.884,GALAXY
18.413,18.947,19.757,20.386,20.481,0.160611,2.486,3.236,GALAXY
17.09,18.134,18.668,18.75,18.82,0.21958,3.603,3.015,GALAXY
19.777,19.946,19.901,20.106,20.114,0.333379,2.726,1.599,GALAXY
16.517,16.889,17.719,18.223,18.253,0.501379,2.804,0.521,GALAXY
15.763,16.085,16.229,16.399,16.293,0.001232,0.544,0.46,STAR
14.514,14.654,14.781,14.831,14.924,2.045192,1.29,0.973,QSO
20.159,20.648,20.681,21.218,21.371,-0.275632,2.833,1.979,GALAXY
15.808,16.327,16.515,16.587,16.642,0.000221,0.486,0.418,STAR
21.729,22.516,23.332,23.756,23.874,0.26843,3.385,2.559,GALAXY
19.499,19.776,20.087,20.175,20.448,0.391851,3.447,1.625,GALAXY
19.788,19.816,19.843,19.994,20.1,2.071414,0.642,1.065,QSO
17.563,17.901,18.48,18.711,18.83,0.236762,2.586,2.356,GALAXY
15.51,15.908,16.774,16.859,16.948,0.175855,1.914,3.757,GALAXY
20.45,20.886,21.048,21.277,21.479,0.356978,2.259,2.441,GALAXY
16.875,17.377,17.743,17.933,18.067,0.000651,0.632,0.57,STAR
20.236,21.026,21.429,21.895,22.038,0.379648,1.833,2.42,GALAXY
17.514,17.717,17.698,17.682,17.795,1.348464,1.334,1.35,QSO
18.829,18.813,19.008,19.099,19.066,0.000136,0.378,0.453,STAR
18.227,18.549,18.67,18.868,19.009,0.001716,0.407,0.537,STAR
22.739,23.805,24.292,24.537,24.79,0.574804,2.787,1.537,GALAXY
17.136,17.322,17.288,17.512,17.57,0.00077,0.607,0.483,STAR
15.756,15.781,16.559,16.93,17.163,0.721582,1.704,1.241,GALAXY
15.803,15.969,16.184,16.278,16.26,0.000501,0.555,0.62,STAR
15.534,15.8,16.056,16.333,16.234,0.001052,0.473,0.675,STAR
18.969,19.07,19.233,19.448,19.58,0.9547,1.168,0.873,QSO
19.158,19.526,19.638,19.769,19.927,0.000821,0.517,0.6,STAR
19.822,20.769,21.178,21.212,21.332,-0.014353,3.312,1.639,GALAXY
18.218,18.515,18.517,18.715,18.851,0.000724,0.491,0.622,STAR
18.984,19.181,19.19,19.148,19.142,1.667239,0.457,0.72,QSO
18.258,18.252,18.454,18.508,18.521,0.000674,0.696,0.435,STAR
16.688,17.066,17.851,18.198,18.556,-0.051502,3.112,2.222,GALAXY
19.126,19.493,19.368,19.462,19.522,1.368755,1.607,1.128,QSO
21.65,22.183,22.772,22.951,23.103,0.572377,0.143,0.834,GALAXY
20.875,21.021,21.08,21.12,21.228,0.873359,1.09,0.851,QSO
18.181,18.315,18.702,18.773,18.98,0.001033,0.467,0.598,STAR
20.551,20.638,20.771,21.023,21.322,0.180796,4.86,2.127,GALAXY
20.104,20.707,20.964,21.261,21.566,0.431172,2.901,3.976,GALAXY
