u_mag,g_mag,r_mag,i_mag,z_mag,redshift,petroR50_u,petroR50_r,class
18.23,18.435,19.434,19.438,19.703,0.496488,2.592,2.74,GALAXY
16.299,16.468,16.871,16.764,16.751,1.940281,0.863,1.241,QSO
18.491,18.056,18.664,19.314,19.918,0.623545,3.984,3.13,GALAXY
19.556,19.573,19.925,20.195,20.259,0.000524,0.418,0.426,STAR
20.351,21.055,21.685,22.34,22.499,0.436535,4.3,2.626,GALAXY
21.169,21.623,21.712,21.877,22.034,0.000624,0.434,0.324,STAR
19.267,19.328,19.729,19.967,19.947,0.001064,0.475,0.609,STAR
17.204,17.672,18.287,18.559,18.895,0.242706,2.142,4.101,GALAXY
19.023,19.092,19.309,19.28,19.388,0.001578,0.419,0.386,STAR
15.913,16.223,16.283,16.574,16.675,0.000525,0.332,0.669,STAR
19.097,19.573,19.471,19.574,19.687,0.001144,0.477,0.435,STAR
17.512,18.056,18.355,18.464,18.534,0.001003,0.5,0.468,STAR
23.74,23.688,24.195,24.463,24.654,0.521755,2.995,1.789,GALAXY
20.799,20.991,21.501,21.919,22.238,0.006493,3.342,2.437,GALAXY
17.477,17.783,18.281,18.56,19.0,0.209973,3.785,1.294,GALAXY
18.66,18.911,18.964,18.93,19.038,0.000719,0.855,0.634,STAR
20.233,20.606,20.834,21.272,21.524,0.284312,3.016,2.197,GALAXY
17.15,17.558,17.719,17.86,18.028,0.000884,0.527,0.61,STAR
17.032,17.462,17.881,18.367,18.558,-0.051817,1.048,4.105,GALAXY
16.945,17.158,17.419,17.847,17.955,0.565009,1.959,2.145,GALAXY
17.084,17.125,17.473,17.438,17.565,2.29959,0.792,1.303,QSO
18.567,18.506,18.768,18.791,18.804,1.824383,1.163,0.661,QSO
16.716,17.572,17.758,17.777,17.935,0.454955,3.413,2.149,GALAXY
17.398,17.479,17.69,17.716,17.838,2.647462,1.388,0.827,QSO
16.461,16.844,16.848,16.991,17.161,0.000733,0.51,0.465,STAR
20.093,20.238,20.432,20.829,20.85,0.160431,2.489,3.234,GALAXY
16.307,16.763,17.522,18.067,18.117,0.350893,2.177,2.814,GALAXY
19.363,20.102,20.584,20.751,20.985,0.278164,2.963,2.077,GALAXY
18.311,18.801,19.269,19.417,19.422,0.000988,0.55,0.521,STAR
20.275,20.918,21.439,21.52,21.817,0.136199,3.017,2.4,GALAXY
18.527,18.838,19.059,19.022,19.105,0.000276,0.354,0.452,STAR
17.044,16.919,16.972,17.237,17.442,0.000461,0.276,0.665,STAR
16.983,16.761,17.031,17.328,17.41,0.000894,0.352,0.571,STAR
17.361,17.588,18.077,18.415,18.589,-0.156533,1.992,1.881,GALAXY
17.702,18.031,18.316,18.464,18.536,0.000276,0.431,0.582,STAR
21.208,21.863,22.323,22.583,22.813,0.361486,2.375,2.228,GALAXY
18.948,19.0,19.186,19.203,19.319,0.000774,0.323,0.492,STAR
15.451,15.537,15.866,15.908,15.947,1.342378,1.25,1.134,QSO
16.763,17.318,17.919,18.501,18.781,0.466061,4.035,2.627,GALAXY
20.098,20.291,20.675,20.934,20.937,0.412448,2.156,3.714,GALAXY
16.1,16.573,16.73,16.795,16.977,0.001356,0.591,0.438,STAR
16.112,16.389,16.771,16.986,17.137,0.000724,0.553,0.681,STAR
19.207,19.739,20.248,20.182,20.264,-0.014323,3.731,2.636,GALAXY
16.629,16.86,17.001,17.207,17.313,0.00048,0.688,0.601,STAR
20.679,21.587,22.215,22.511,22.8,0.137043,1.328,3.772,GALAXY
18.589,18.618,18.741,18.879,18.964,1.930057,1.3,0.681,QSO
18.2,18.986,19.585,19.777,19.893,0.298803,2.413,3.483,GALAXY
17.993,18.699,19.801,20.07,20.455,0.568528,1.445,2.195,GALAXY
20.088,20.322,20.494,20.572,20.611,1.251218,0.754,0.914,QSO
19.011,19.464,19.68,20.137,20.319,0.312004,2.313,3.577,GALAXY
15.62,15.871,15.894,15.995,15.963,0.020979,0.873,1.457,QSO
17.299,17.556,17.733,17.954,18.066,3.22076,0.77,0.808,QSO
19.443,20.071,20.367,20.458,20.603,0.000588,0.385,0.621,STAR
17.321,17.525,17.63,17.756,17.82,1.092651,0.763,1.186,QSO
17.646,17.676,17.767,17.773,17.892,2.595725,1.166,1.561,QSO
18.973,19.097,19.2,19.08,19.224,0.000766,0.564,0.495,STAR
21.19,21.442,21.724,22.172,22.304,0.087079,3.252,2.335,GALAXY
18.96,19.174,19.404,19.554,19.699,1.490539,1.194,1.177,QSO
16.19,16.345,16.475,16.624,16.703,2.691452,0.976,1.514,QSO
15.891,17.043,17.277,17.421,17.562,0.217493,2.958,3.495,GALAXY
19.586,19.81,20.294,20.404,20.605,0.001179,0.524,0.468,STAR
18.207,18.498,18.92,19.333,19.783,0.589449,3.262,2.888,GALAXY
18.082,18.651,18.669,18.849,18.986,0.000128,0.247,0.478,STAR
17.82,18.055,18.432,18.769,18.945,0.000779,0.652,0.541,STAR
17.351,17.884,18.308,18.558,18.792,0.202447,2.534,2.621,GALAXY
19.517,19.984,20.054,20.29,20.36,2.853983,0.746,0.835,QSO
17.828,18.207,18.413,18.418,18.431,1.74719,1.105,1.127,QSO
15.527,15.79,15.891,16.068,16.08,0.001551,0.507,0.511,STAR
18.53,18.694,18.842,18.982,19.076,1.283846,1.126,1.518,QSO
16.582,16.588,16.584,16.744,16.76,0.00074,0.647,0.658,STAR
18.374,18.645,18.653,18.86,19.049,0.00071,0.491,0.598,STAR
16.664,17.032,17.437,17.496,17.519,0.001541,0.473,0.416,STAR
18.799,19.075,19.292,19.339,19.398,0.00068,0.462,0.396,STAR
16.832,17.163,17.447,17.718,17.736,0.000913,0.387,0.574,STAR
17.642,18.115,18.469,18.631,18.67,0.001503,0.431,0.581,STAR
20.376,20.396,20.771,21.088,21.147,0.486038,2.327,4.371,GALAXY
18.354,18.592,18.644,18.775,18.814,0.51108,0.688,1.571,QSO
17.519,17.659,17.622,17.671,17.799,0.001675,0.702,0.414,STAR
23.376,23.986,24.377,24.749,24.957,0.569815,2.941,2.185,GALAXY
18.472,18.324,18.466,18.642,18.741,0.001411,0.564,0.4,STAR
17.635,17.71,17.864,18.065,18.194,0.000287,0.457,0.395,STAR
18.138,18.674,19.179,19.278,19.49,0.001006,0.437,0.589,STAR
16.544,17.239,17.838,18.213,18.539,0.323443,1.892,2.444,GALAXY
19.024,19.095,19.758,20.151,20.511,0.320773,3.019,3.022,GALAXY
18.529,18.736,18.95,19.159,19.246,0.001502,0.557,0.555,STAR
19.857,19.91,20.367,20.645,20.765,0.326414,2.842,0.993,GALAXY
18.878,19.489,20.201,20.299,20.444,0.472669,2.106,2.961,GALAXY
15.954,16.063,16.323,16.515,16.608,0.000465,0.526,0.499,STAR
20.553,21.29,21.75,21.962,22.09,0.21901,2.093,2.338,GALAXY
17.336,17.814,17.838,18.012,18.081,1.121098,0.98,1.249,QSO
17.454,17.518,17.525,17.754,17.953,0.26842,3.055,1.992,GALAXY
16.698,16.701,16.871,17.062,17.063,0.002134,0.427,0.4,STAR
17.43,17.603,17.766,17.94,17.896,0.983509,1.269,0.726,QSO
17.222,17.289,17.584,17.647,17.743,0.001555,0.588,0.43,STAR
18.956,19.63,19.904,20.352,20.703,0.25668,2.334,2.1,GALAXY
17.368,18.321,18.942,19.189,19.353,-0.007489,2.314,2.576,GALAXY
19.506,19.921,20.21,20.743,21.11,0.663839,3.08,4.109,GALAXY
18.316,18.71,19.031,19.028,19.444,0.191893,3.76,2.729,GALAXY
18.429,18.939,19.391,19.321,19.791,0.475385,1.949,2.391,GALAXY
18.041,18.318,18.477,18.573,18.706,0.001253,0.484,0.347,STAR
14.825,15.064,15.308,15.427,15.602,0.000582,0.565,0.418,STAR
22.36,22.995,23.143,23.06,23.263,0.209204,2.21,2.205,GALAXY
16.149,16.438,16.758,17.109,17.332,0.001382,0.503,0.517,STAR
20.277,20.49,20.633,20.941,21.186,0.001104,0.658,0.504,STAR
17.071,17.359,17.47,17.816,18.042,0.000769,0.342,0.646,STAR
16.688,17.032,16.951,17.122,17.161,0.000683,0.364,0.53,STAR
18.398,18.544,18.668,18.937,19.145,0.000867,0.486,0.429,STAR
19.838,19.946,20.223,20.333,20.306,0.001014,0.507,0.541,STAR
18.504,18.911,18.999,19.716,19.674,0.52721,2.79,4.19,GALAXY
17.095,17.394,17.88,18.067,18.433,0.306137,2.384,3.329,GALAXY
20.077,20.789,21.072,21.437,21.473,0.082003,1.416,3.364,GALAXY
15.034,15.261,15.344,15.431,15.532,1.739815,0.6,1.124,QSO
17.307,17.586,17.729,17.873,17.888,0.001274,0.554,0.502,STAR
18.024,18.417,18.417,18.693,18.846,0.000329,0.641,0.579,STAR
18.81,19.38,19.853,20.341,20.768,-0.079287,3.988,3.462,GALAXY
18.413,19.341,19.29,19.522,19.778,0.047552,2.374,2.649,GALAXY
20.481,20.822,20.854,21.046,21.197,1.682929,0.835,0.913,QSO
19.929,20.389,20.483,20.939,21.225,0.55626,2.8,2.268,GALAXY
17.123,17.425,17.596,17.674,17.726,6.9e-05,0.421,0.434,STAR
17.617,17.839,18.198,18.334,18.469,0.001713,0.448,0.558,STAR
17.906,18.527,19.263,19.47,19.551,0.308535,1.644,1.236,GALAXY
21.821,22.205,22.257,22.765,22.946,0.150923,3.024,1.949,GALAXY
17.038,17.698,17.741,17.856,17.93,0.353257,2.725,3.592,GALAXY
20.791,21.348,21.868,22.328,22.414,0.492335,3.007,3.327,GALAXY
19.626,20.199,20.78,20.84,21.07,0.261957,2.163,1.134,GALAXY
17.12,17.283,17.498,17.711,17.861,0.001302,0.462,0.647,STAR
18.114,18.283,18.622,18.81,18.982,0.138355,2.026,2.055,GALAXY
21.275,21.325,21.742,21.864,21.856,1.228627,1.288,0.973,QSO
17.575,17.566,17.766,17.907,18.05,0.002015,0.285,0.5,STAR
24.413,24.658,24.975,25.035,25.148,0.007046,2.267,1.415,GALAXY
18.033,18.168,18.217,18.013,18.408,0.479238,2.371,2.828,GALAXY
20.387,20.634,20.69,20.756,20.804,-0.605687,0.904,0.299,QSO
17.169,17.527,17.941,18.282,18.63,0.836697,3.711,3.985,GALAXY
18.253,18.962,19.439,19.894,20.084,0.703402,0.726,3.41,GALAXY
23.153,23.528,24.169,24.377,24.677,0.679409,1.691,2.918,GALAXY
22.973,23.865,24.46,24.58,24.789,0.332536,1.608,0.843,GALAXY
18.905,18.701,18.883,19.287,19.463,0.102438,2.666,3.385,GALAXY
17.597,17.858,18.124,18.223,18.384,0.000917,0.545,0.537,STAR
16.546,17.432,17.668,17.769,17.788,0.285863,1.615,2.496,GALAXY
17.587,17.915,18.082,18.164,18.274,1.720007,0.839,1.121,QSO
19.205,19.052,19.209,19.611,20.043,0.330658,2.065,1.545,GALAXY
17.583,17.848,18.111,18.087,18.351,0.000605,0.386,0.516,STAR
20.716,21.542,22.167,22.544,22.672,0.608915,1.623,1.325,GALAXY
17.419,17.262,17.264,17.494,17.579,0.00137,0.526,0.434,STAR
17.003,17.056,17.37,17.595,17.832,0.001449,0.517,0.561,STAR
18.357,18.809,18.86,18.953,19.005,1.351829,0.795,0.901,QSO
18.76,19.032,19.194,19.323,19.425,1.325666,0.752,0.844,QSO
17.467,17.87,18.271,18.389,18.362,0.001341,0.562,0.469,STAR
17.547,17.565,17.725,17.926,18.019,0.000576,0.606,0.536,STAR
15.602,15.838,16.073,16.131,16.166,0.001662,0.424,0.371,STAR
21.412,21.579,22.134,22.529,22.628,0.096541,3.459,1.516,GALAXY
15.973,16.379,16.782,16.938,17.181,0.000468,0.372,0.591,STAR
17.956,18.151,18.265,18.526,18.648,0.001611,0.503,0.51,STAR
15.267,15.525,15.893,16.176,16.346,0.001513,0.49,0.668,STAR
16.361,16.941,17.915,17.839,18.155,0.654761,3.262,1.72,GALAXY
17.116,17.261,17.386,17.608,17.794,0.000559,0.48,0.593,STAR
16.573,16.817,16.883,16.95,16.978,2.332133,1.084,0.783,QSO
20.895,21.16,20.858,20.948,21.204,0.239305,3.224,2.396,GALAXY
20.693,21.226,21.607,22.025,22.628,0.416702,1.9,2.453,GALAXY
16.809,17.113,17.283,17.627,18.043,0.062641,2.447,1.964,GALAXY
19.724,20.009,20.446,20.955,20.96,0.725388,3.076,3.455,GALAXY
19.42,19.619,19.565,19.522,19.712,0.001154,0.544,0.556,STAR
19.342,20.126,20.369,20.427,20.434,0.000747,0.531,0.457,STAR
17.772,18.194,18.541,18.699,18.937,0.00101,0.501,0.353,STAR
18.229,18.578,18.976,19.189,19.408,0.586938,3.657,1.577,GALAXY
18.962,19.279,19.505,19.638,19.861,0.000587,0.497,0.505,STAR
20.224,20.945,21.339,21.585,21.9,0.132152,0.96,2.922,GALAXY
19.903,20.01,20.31,20.374,20.5,1.416931,0.772,1.191,QSO
19.077,19.345,19.57,19.546,19.739,0.064147,4.293,1.178,GALAXY
17.452,17.701,17.739,17.939,18.169,0.000798,0.514,0.468,STAR
17.98,18.24,18.481,18.603,18.716,0.291619,2.103,2.045,GALAXY
16.758,17.246,17.72,17.998,18.464,0.121555,2.926,2.065,GALAXY
21.489,21.816,21.808,22.274,22.295,0.383472,1.026,1.645,GALAXY
17.326,17.625,17.762,17.98,18.05,3.124945,1.156,1.688,QSO
21.587,22.301,22.707,22.649,22.98,0.149206,3.048,0.775,GALAXY
20.667,21.391,21.985,22.076,22.297,0.314962,3.195,2.587,GALAXY
18.727,19.177,19.438,19.829,19.956,0.001276,0.596,0.5,STAR
20.78,21.676,22.135,22.378,22.583,0.287244,3.447,4.968,GALAXY
20.109,20.706,20.881,21.08,21.263,0.000913,0.435,0.474,STAR
20.41,20.409,20.83,21.5,21.829,0.137629,1.977,1.081,GALAXY
15.72,16.022,16.394,16.59,16.686,0.000574,0.437,0.603,STAR
17.656,17.613,17.656,17.858,17.785,0.001928,0.479,0.415,STAR
19.291,19.222,19.844,20.437,20.718,0.15137,1.501,1.764,GALAXY
17.026,17.615,17.745,18.142,18.235,0.161424,2.104,2.589,GALAXY
22.417,22.682,22.965,22.941,23.413,0.174888,2.938,2.613,GALAXY
15.684,15.694,15.731,15.804,15.947,2.041224,0.455,0.652,QSO
18.983,19.347,19.807,19.902,19.924,0.204157,3.534,2.045,GALAXY
20.494,21.183,21.179,21.778,21.931,0.641883,1.557,3.637,GALAXY
20.485,20.599,20.74,20.764,20.912,2.061227,0.916,1.061,QSO
17.963,17.998,18.013,18.217,18.282,0.001536,0.723,0.45,STAR
15.464,16.015,16.142,16.74,17.059,0.319928,3.783,3.145,GALAXY
19.382,19.434,19.565,19.982,19.97,0.113651,2.005,1.477,GALAXY
18.38,18.83,19.032,19.198,19.304,0.001269,0.436,0.517,STAR
19.947,20.363,20.57,20.789,20.881,0.143268,2.459,3.213,GALAXY
21.125,21.985,22.363,22.634,22.648,0.276749,1.366,1.456,GALAXY
18.898,19.399,19.808,20.248,20.303,0.255745,2.479,3.18,GALAXY
16.632,17.2,17.532,17.672,17.771,0.001089,0.5,0.414,STAR
16.718,17.064,17.283,17.342,17.369,0.001335,0.568,0.499,STAR
16.168,15.993,16.14,16.283,16.441,0.000823,0.466,0.411,STAR
23.131,23.623,24.219,24.458,24.56,0.241516,2.819,3.142,GALAXY
19.8,20.336,20.935,21.372,21.793,0.364374,2.739,2.302,GALAXY
22.135,22.252,22.411,22.566,22.705,0.399828,2.363,1.549,GALAXY
18.459,18.625,18.701,18.963,19.075,0.001445,0.526,0.562,STAR
18.028,18.604,18.783,18.942,18.97,0.001083,0.612,0.372,STAR
19.027,19.356,19.888,20.365,20.737,0.43171,1.531,2.3,GALAXY
19.062,19.388,19.678,19.691,19.755,2.046722,0.814,0.88,QSO
17.584,17.441,17.678,17.785,17.748,0.000158,0.588,0.539,STAR
16.5,16.58,16.469,16.686,16.844,0.000739,0.395,0.463,STAR
19.371,19.748,20.182,20.573,20.623,0.275052,2.595,1.481,GALAXY
20.45,21.292,21.563,21.968,22.034,0.650585,2.281,1.956,GALAXY
18.911,18.764,19.522,19.58,19.678,0.052117,2.251,1.998,GALAXY
21.028,22.214,22.877,23.371,23.493,0.606439,2.362,2.164,GALAXY
17.695,18.145,17.917,18.062,18.235,0.000908,0.482,0.494,STAR
18.669,18.798,19.109,19.156,19.285,1.523301,1.494,0.77,QSO
18.295,18.589,18.753,18.849,18.956,0.00125,0.685,0.601,STAR
15.353,15.679,15.634,15.764,15.804,0.001558,0.477,0.665,STAR
15.674,15.926,16.01,16.055,16.196,0.000796,0.557,0.639,STAR
18.847,19.335,19.577,19.924,20.063,0.144862,1.67,2.149,GALAXY
17.125,17.545,17.954,18.008,17.983,0.001007,0.451,0.534,STAR
17.646,17.664,18.32,18.677,18.523,0.338365,3.151,2.841,GALAXY
19.165,19.78,20.381,20.511,20.569,0.172609,3.921,2.845,GALAXY
17.107,17.862,18.294,18.494,18.745,-0.075647,3.059,3.512,GALAXY
19.516,19.847,19.839,20.47,20.766,0.359125,1.556,2.999,GALAXY
19.43,19.841,19.568,19.807,19.751,0.554898,2.536,2.893,GALAXY
19.535,20.354,21.269,21.263,21.332,0.58497,0.986,3.299,GALAXY
19.152,19.704,20.117,19.893,20.076,0.515352,2.353,3.814,GALAXY
17.562,18.067,18.35,18.529,18.542,0.000583,0.573,0.422,STAR
18.943,19.703,19.852,19.97,20.001,0.093426,1.73,2.224,GALAXY
19.941,20.536,21.088,21.376,21.716,0.44832,2.276,2.054,GALAXY
17.68,18.016,18.145,18.401,18.453,0.001401,0.555,0.498,STAR
20.719,21.175,21.432,21.659,21.845,0.437136,2.133,0.609,GALAXY
19.054,19.664,19.948,20.021,20.135,0.24691,3.065,2.972,GALAXY
17.568,18.048,18.452,18.579,18.775,0.001003,0.446,0.483,STAR
18.107,18.319,18.332,18.497,18.641,0.000961,0.504,0.399,STAR
18.281,19.137,19.019,18.945,19.28,0.087628,1.886,1.798,GALAXY
17.796,18.344,18.922,18.976,19.353,0.287807,3.763,1.261,GALAXY
20.696,21.258,21.487,21.578,21.935,0.334299,2.045,3.038,GALAXY
19.322,19.757,20.08,20.245,20.402,0.287691,1.614,2.157,GALAXY
17.932,18.185,18.284,18.303,18.509,0.001253,0.691,0.483,STAR
20.125,20.764,20.941,21.278,21.259,0.236044,2.193,3.289,GALAXY
19.452,19.83,20.154,20.428,20.673,0.441206,1.34,3.271,GALAXY
21.268,21.788,21.782,22.122,22.488,0.390046,1.57,2.898,GALAXY
17.181,17.698,17.854,18.125,18.31,0.001069,0.429,0.495,STAR
20.739,21.496,22.303,22.399,22.605,0.340622,3.998,2.246,GALAXY
16.021,16.308,16.433,16.53,16.504,0.001103,0.395,0.493,STAR
16.891,17.733,18.17,18.511,18.725,-0.18868,2.242,2.078,GALAXY
18.736,19.49,19.634,20.222,20.491,0.429469,2.045,1.982,GALAXY
23.808,24.701,25.093,25.724,26.238,0.30853,2.244,2.642,GALAXY
16.735,16.977,16.903,16.98,16.99,0.001297,0.464,0.477,STAR
16.977,17.334,17.766,17.912,17.98,7.7e-05,0.565,0.449,STAR
19.965,20.244,20.613,21.019,21.209,0.414009,3.424,2.554,GALAXY
16.841,17.272,17.228,17.453,17.475,1.503237,1.265,1.078,QSO
17.372,18.031,18.384,18.597,18.798,0.078619,0.913,2.881,GALAXY
17.863,18.312,18.471,18.642,18.768,-0.000356,0.452,0.554,STAR
20.298,20.868,20.719,20.591,20.45,0.029745,0.689,3.125,GALAXY
21.744,21.969,22.166,22.254,22.282,1.940343,1.217,0.953,QSO
18.15,18.757,19.051,19.234,19.375,0.000766,0.501,0.55,STAR
15.836,16.175,16.384,16.467,16.529,2.419049,0.953,1.124,QSO
22.093,22.502,23.048,23.014,23.135,0.557132,3.009,3.151,GALAXY
18.256,18.589,18.671,18.885,18.876,0.001191,0.424,0.45,STAR
16.534,16.554,16.872,16.946,17.214,0.000736,0.403,0.531,STAR
14.371,14.989,15.64,16.07,16.315,-0.057644,1.179,3.817,GALAXY
15.711,15.68,15.897,15.955,16.033,0.00018,0.527,0.627,STAR
19.63,19.91,20.372,20.388,20.57,0.577256,2.965,3.504,GALAXY
17.572,18.211,18.884,18.984,19.51,0.265695,2.426,2.893,GALAXY
20.505,20.529,20.81,20.872,20.982,0.105639,1.125,0.987,QSO
19.495,19.76,19.813,19.974,20.043,0.000928,0.508,0.358,STAR
17.948,18.383,18.415,18.556,18.683,0.000409,0.418,0.421,STAR
18.078,18.741,19.166,19.491,19.891,-0.096805,1.903,1.755,GALAXY
19.25,19.605,19.551,19.522,19.645,0.13493,1.421,1.493,GALAXY
17.631,17.83,18.017,18.141,18.207,-8.1e-05,0.561,0.426,STAR
19.35,20.072,20.717,21.302,21.551,0.477008,2.52,2.905,GALAXY
18.137,18.416,18.627,18.395,18.412,0.19431,1.613,2.424,GALAXY
18.36,18.344,18.322,18.515,18.567,0.212852,0.763,0.512,QSO
18.774,19.153,19.495,19.971,20.171,0.068421,1.974,2.385,GALAXY
20.46,20.793,21.801,21.744,22.021,0.523691,1.655,2.671,GALAXY
22.557,22.872,23.107,23.108,23.33,0.180043,2.292,2.031,GALAXY
15.857,16.204,16.398,16.586,16.552,1.189278,0.79,0.63,QSO
23.735,24.492,25.05,25.255,25.352,0.534935,2.561,2.832,GALAXY
16.186,16.364,16.701,16.77,17.201,0.374013,2.518,2.058,GALAXY
18.567,18.687,18.998,19.208,19.302,0.00152,0.592,0.519,STAR
19.005,19.39,19.48,19.559,19.638,1.299689,0.897,1.157,QSO
19.402,20.184,20.25,20.741,20.994,0.152777,2.905,1.824,GALAXY
17.231,17.691,18.062,18.494,18.552,0.344838,3.479,2.878,GALAXY
17.524,17.451,17.52,17.663,17.689,-0.073643,0.962,0.409,QSO
13.845,14.097,14.36,14.767,14.922,0.001711,0.522,0.391,STAR
22.041,22.525,23.067,23.465,23.7,0.104297,1.899,3.767,GALAXY
16.835,17.129,17.162,17.273,17.319,0.001085,0.391,0.527,STAR
20.239,20.856,20.991,21.245,21.244,1.879937,0.664,1.025,QSO
18.402,18.616,19.032,19.328,19.482,0.181982,3.283,3.676,GALAXY
15.62,15.858,15.884,15.983,16.067,0.506906,1.323,0.506,QSO
17.729,18.138,18.506,18.59,18.65,0.00146,0.486,0.469,STAR
18.498,18.76,18.808,18.809,18.836,0.617064,0.552,0.6,QSO
18.315,18.413,18.638,18.757,18.763,0.000913,0.548,0.557,STAR
23.749,24.379,24.622,24.717,24.903,0.399053,1.684,3.062,GALAXY
16.45,16.554,16.758,16.9,16.938,2.870791,1.811,1.783,QSO
16.124,16.482,16.907,17.235,17.679,0.384391,2.096,0.561,GALAXY
15.307,15.836,16.11,16.156,16.28,0.001583,0.478,0.508,STAR
18.394,18.425,18.565,18.726,18.748,0.000762,0.45,0.401,STAR
15.92,15.936,16.143,16.375,16.498,3.17403,0.705,1.016,QSO
19.15,19.739,20.056,20.335,20.525,0.575363,2.557,1.806,GALAXY
15.293,15.723,16.287,16.698,16.82,0.000632,0.394,0.513,STAR
18.39,18.502,18.456,19.04,19.202,0.233691,4.173,3.419,GALAXY
19.928,20.186,20.321,20.411,20.419,2.237752,1.951,1.165,QSO
15.951,16.081,16.364,16.51,16.809,0.000788,0.559,0.438,STAR
17.025,17.242,17.399,17.664,17.77,2.822458,1.444,1.143,QSO
16.775,16.894,16.923,17.194,17.225,-5.6e-05,0.575,0.53,STAR
16.276,16.69,16.962,17.189,17.353,0.001641,0.464,0.342,STAR
18.755,19.048,19.178,19.297,19.313,2.425253,1.179,1.004,QSO
16.986,17.231,17.11,17.266,17.432,0.001471,0.563,0.472,STAR
22.489,22.894,23.502,23.865,23.901,-0.025419,3.694,2.194,GALAXY
15.711,15.86,16.013,16.099,16.204,1.583552,0.794,1.397,QSO
18.633,19.103,19.514,19.733,19.692,0.292168,3.857,1.825,GALAXY
17.86,18.193,18.149,18.314,18.474,0.00053,0.501,0.594,STAR
16.057,16.299,16.498,16.728,16.815,2.085756,0.648,0.93,QSO
22.511,23.463,23.794,24.055,24.136,0.443092,3.653,2.608,GALAXY
18.094,18.505,18.64,18.83,18.899,0.001066,0.445,0.515,STAR
16.495,16.93,17.008,17.231,17.307,0.000895,0.445,0.482,STAR
16.229,16.648,16.801,16.958,17.104,0.001017,0.518,0.66,STAR
19.182,19.037,19.158,19.308,19.392,0.865615,0.585,0.958,QSO
21.429,21.869,22.56,22.503,22.835,0.672816,3.749,2.61,GALAXY
21.773,22.336,23.206,23.224,23.516,0.150831,2.548,1.411,GALAXY
19.357,19.349,19.996,20.184,20.537,0.455038,2.634,2.161,GALAXY
19.241,19.894,20.185,20.229,20.26,0.442761,2.204,2.197,GALAXY
18.435,18.666,18.9,19.003,19.166,-0.145431,2.43,2.762,GALAXY
20.351,21.107,21.819,22.123,22.27,0.419843,1.49,2.907,GALAXY
16.996,17.596,17.687,17.626,17.73,0.000516,0.455,0.65,STAR
18.076,19.013,19.247,19.903,19.922,0.012427,2.711,2.504,GALAXY
18.023,18.788,19.15,19.087,19.317,0.40105,3.018,2.555,GALAXY
18.591,18.817,18.883,19.041,19.187,0.000421,0.471,0.47,STAR
18.756,19.039,19.304,19.535,19.574,0.00108,0.644,0.359,STAR
18.597,18.731,18.815,18.992,19.142,0.000843,0.541,0.548,STAR
15.444,15.56,15.741,15.742,15.914,0.001033,0.639,0.494,STAR
19.391,20.023,20.643,20.643,20.992,0.899794,0.684,3.308,GALAXY
18.6,18.659,18.908,19.113,19.291,0.161002,3.483,1.275,GALAXY
17.894,18.084,18.231,18.36,18.559,0.00066,0.464,0.416,STAR
21.519,21.791,21.917,22.327,22.462,0.143282,2.912,3.911,GALAXY
20.203,20.395,20.513,20.515,20.686,2.620446,0.765,1.504,QSO
26.095,26.644,27.054,27.534,27.462,0.149906,2.057,3.501,GALAXY
17.692,17.747,18.298,18.568,18.641,0.25223,1.54,2.225,GALAXY
16.405,16.742,17.046,17.203,17.195,0.001072,0.451,0.543,STAR
19.847,19.843,19.941,19.975,20.084,1.81452,0.917,1.021,QSO
14.497,15.087,15.088,15.16,15.412,0.58335,3.107,4.383,GALAXY
21.744,22.277,22.895,23.41,23.779,0.178377,2.432,4.012,GALAXY
21.617,21.997,22.504,22.828,22.986,0.11753,2.217,1.842,GALAXY
18.975,19.024,19.13,19.276,19.398,1.799754,0.995,1.584,QSO
17.022,17.234,17.305,17.552,17.529,0.000746,0.588,0.609,STAR
17.324,17.799,17.756,17.873,18.152,0.0006,0.304,0.33,STAR
18.404,18.959,19.34,19.46,19.551,0.000532,0.594,0.439,STAR
20.02,20.337,20.52,20.744,20.812,7.8e-05,0.534,0.434,STAR
17.977,18.473,19.093,19.604,19.916,0.131405,1.755,1.186,GALAXY
20.163,20.625,20.726,20.658,20.806,0.33129,2.372,2.6,GALAXY
16.32,16.602,16.896,16.926,17.188,0.000466,0.508,0.493,STAR
19.812,19.909,20.16,20.354,20.397,0.000945,0.664,0.531,STAR
19.451,19.634,19.83,19.896,19.956,0.582143,0.838,0.538,QSO
18.898,19.595,20.155,20.534,20.65,0.339446,1.39,2.39,GALAXY
19.031,19.27,19.862,20.28,20.659,0.431375,2.89,3.42,GALAXY
19.79,20.07,20.212,20.459,20.542,2.390118,0.905,0.793,QSO
17.724,18.42,18.99,19.282,19.324,0.05297,3.642,1.736,GALAXY
20.367,20.551,20.695,20.797,21.203,0.242143,2.572,2.496,GALAXY
16.648,16.948,16.914,17.044,17.178,0.000593,0.494,0.541,STAR
16.671,17.437,17.568,17.797,17.773,0.105561,1.789,4.15,GALAXY
20.794,21.256,21.428,21.543,21.579,0.851848,1.137,1.303,QSO
18.54,19.125,19.498,19.683,19.809,0.000954,0.493,0.597,STAR
19.779,20.2,20.456,20.55,20.836,0.573069,2.405,2.494,GALAXY
17.898,17.982,18.139,18.281,18.251,0.001013,0.64,0.552,STAR
19.047,19.121,19.377,19.569,19.618,-1.5e-05,0.666,0.549,STAR
