u,g,r,i,z,redshift,temperature,logg,metallicity,class
21.82289,20.56904,20.12194,18.74944,18.56203,0.23255,5603.02066,3.30389,-0.29624,GALAXY
17.17238,17.23052,17.61527,16.34765,16.63888,0.01357,5806.24656,4.51026,0.11597,STAR
18.27366,17.69883,16.24362,15.96193,17.20452,0.20348,6773.5161,4.49346,0.29692,STAR
20.38357,18.28184,20.30407,18.31005,19.28266,0.12421,4378.19222,2.79912,-0.39479,GALAXY
18.66126,18.27971,16.64421,16.62601,15.36458,0.18507,7120.18311,4.75184,-0.08114,STAR
18.96938,18.2081,16.62171,17.71368,18.35886,0.76585,6979.12296,4.69524,-1.24634,QSO
18.2785,17.07131,18.73112,18.00187,18.92189,1.60577,7725.22143,3.17273,0.07513,QSO
22.82079,20.36235,18.41739,19.26752,19.0895,0.29601,5344.9613,4.34095,0.11995,GALAXY
19.94543,20.1696,20.50278,19.05705,16.89763,0.3159,3624.42509,3.50696,0.21284,GALAXY
20.80688,19.53416,19.90904,18.67727,17.93521,0.05481,5966.19285,2.37951,-0.69428,GALAXY
20.88492,20.10605,18.31818,19.39612,18.50637,1.22717,7827.7042,3.65709,-0.70294,QSO
21.25428,19.8741,19.54014,18.95517,16.45019,0.02182,4645.40976,3.96697,-0.2985,GALAXY
17.45243,16.86086,17.53204,17.33864,16.3787,0.15382,5186.11918,3.76754,-0.08478,STAR
17.719,17.81273,17.21718,16.23334,16.53903,0.16185,9584.50831,4.65206,-0.36437,STAR
18.19631,18.19241,18.19824,18.42323,16.86138,2.39378,5654.11079,4.18919,-0.47209,QSO
18.86636,18.85324,16.06891,16.58416,15.71744,0.01638,6322.71588,4.76258,-0.28789,STAR
19.13565,17.20359,16.90879,16.13059,15.93092,0.35976,5562.59601,4.75602,0.03711,STAR
21.4036,18.99108,20.19269,18.15702,17.3178,1.03128,7073.91726,4.40329,-0.23034,QSO
17.49975,17.12376,18.62583,15.85547,15.89106,0.19559,6010.24873,3.79124,0.09245,STAR
17.71901,17.66846,16.94832,17.24516,15.75433,0.23118,7293.99101,4.66105,0.16612,STAR
17.42433,18.8904,16.49057,16.552,15.48623,0.23583,4755.4598,4.64687,-0.5363,STAR
17.40883,17.60704,17.08647,16.482,17.01291,0.13411,8711.73378,4.64558,0.26556,STAR
21.01507,19.68895,19.44168,18.37087,18.96843,0.27822,5086.31693,2.8023,0.29738,GALAXY
19.43406,19.65376,19.21537,18.14666,18.12263,0.4345,3003.31763,2.86154,-0.34286,GALAXY
21.86721,19.56865,20.0701,18.89225,18.25296,0.32092,5147.16365,3.87997,-0.32658,GALAXY
18.41244,16.96793,16.74162,16.99647,15.92281,0.17233,8108.34426,4.64512,0.30642,STAR
18.52232,17.25139,16.5135,16.70568,15.47285,0.18183,6769.76812,4.33597,-0.40856,STAR
21.15264,19.57849,18.18689,17.94883,19.63492,0.23963,4973.27958,3.81605,-1.34144,GALAXY
20.34184,18.38316,18.92569,18.83379,18.74305,0.17461,6242.96633,4.20023,0.29231,GALAXY
18.81414,17.79046,16.75265,16.43054,18.45186,0.10342,8242.54686,4.58362,0.02394,STAR
21.88335,18.36516,20.24209,20.32596,18.17992,0.13965,4706.78292,3.61624,-0.19355,GALAXY
19.37637,20.13047,18.98122,20.76827,20.67514,0.1388,4684.41909,3.59012,-0.03965,GALAXY
18.7427,17.57473,17.2275,16.28388,16.3992,0.17017,5306.53939,4.33113,-0.20121,STAR
17.11365,16.07895,17.29702,17.83728,16.38997,0.16323,6993.64154,3.75776,-0.35386,STAR
18.4142,17.46188,16.79399,17.19647,17.82111,0.18441,6252.70001,4.57068,-0.47684,STAR
20.05937,20.19638,19.66631,18.87214,20.53996,0.2327,4899.35975,2.82089,-0.30929,GALAXY
19.80252,17.31451,19.63891,16.70744,19.67277,1.48007,8125.71411,4.16136,-0.23989,QSO
18.34026,20.86392,19.64613,18.42084,16.45044,1.31761,11670.38934,2.60868,-0.16695,QSO
19.17084,17.11614,16.69908,16.08321,16.27889,0.11441,6215.79536,3.74327,0.37275,STAR
16.84602,17.05958,17.50707,15.22007,15.94911,0.19058,7466.07928,4.03501,-0.23866,STAR
19.77779,19.33472,17.56384,17.77306,17.31207,0.85025,4947.77886,4.58744,-0.41898,QSO
21.46141,19.96728,17.6126,18.00883,18.80632,0.03485,5719.42633,3.70766,-0.08299,GALAXY
18.40791,17.70866,15.2924,16.28374,17.31435,0.10054,7494.80346,4.24132,0.11615,STAR
16.99721,19.20641,16.03654,17.70699,16.89876,0.17008,4625.9744,4.03805,-0.52968,STAR
18.37893,18.54402,17.83967,18.08637,18.58951,2.06294,4819.15934,3.13231,-0.17532,QSO
17.97438,18.26614,18.12077,17.58555,15.91963,0.02036,7516.36791,4.33653,0.00419,STAR
19.51179,19.5074,19.66132,20.12138,18.29795,0.89487,8935.07764,3.32115,0.60929,QSO
20.29902,21.1337,19.5092,19.81595,20.83722,0.17351,6247.99189,3.4863,-0.24299,GALAXY
19.75816,19.98485,18.88783,18.7629,18.67765,0.25172,6204.71674,4.32612,-0.49033,GALAXY
20.23801,19.43233,20.37095,19.4574,18.31948,0.1441,4125.18416,2.56815,-0.80023,GALAXY
17.84573,17.25118,17.7046,16.32525,16.09884,0.15319,7003.73026,5.1732,-0.55231,STAR
18.42435,17.35216,17.18225,15.45646,16.99521,0.02885,6256.14013,4.38264,-0.19271,STAR
18.99096,19.26139,19.87323,19.61993,20.39844,0.3735,6856.28428,3.14252,-0.15527,GALAXY
18.63851,17.64946,15.92193,16.04913,16.71943,0.29075,6290.63319,4.54498,0.19159,STAR
20.57829,18.89199,19.72098,19.03422,18.16307,0.31843,5129.93753,4.04795,-0.50321,GALAXY
17.41486,17.69071,17.18765,15.99985,15.35065,0.17445,6069.59709,3.49575,-0.1698,STAR
21.69715,21.38,20.81517,19.86344,19.99333,0.38378,5394.88094,2.88959,-0.36625,GALAXY
20.72609,18.79111,17.81754,19.63855,17.704,0.7295,6113.15612,3.77265,-0.29357,QSO
21.40394,20.56964,19.24595,19.00624,18.44194,0.34409,6482.24162,4.16514,0.50279,GALAXY
18.20837,18.96012,16.28825,15.70164,16.31323,0.35485,6111.12913,3.5763,-0.11441,STAR
18.63063,18.46174,20.11695,17.61381,18.6773,1.04841,6525.46281,3.94723,-0.43193,QSO
21.33169,19.90542,18.68533,19.28917,18.95894,0.27443,5985.83444,3.8065,-0.07362,GALAXY
19.26271,19.80545,20.46214,19.92455,20.41172,0.08712,3376.46078,2.9526,-0.08584,GALAXY
18.84971,17.28336,19.60378,17.68268,19.34655,1.96499,7263.44253,3.68378,-0.54051,QSO
18.07932,17.28754,16.69451,16.53387,16.80424,0.12797,7834.11361,4.38451,-0.0408,STAR
18.24435,18.63963,16.49212,16.19945,16.19119,0.30263,7459.37807,4.89637,-0.04022,STAR
18.45035,18.05976,16.44681,16.51514,15.90216,0.43318,5045.49848,4.21781,-0.50368,STAR
18.90133,17.80578,15.84121,17.2376,16.5848,0.18795,5497.0043,4.6125,-0.48139,STAR
19.62287,18.59852,17.06809,18.09334,19.45302,0.83579,9858.41656,3.14034,-0.12292,QSO
20.40083,18.94984,20.20991,17.99329,18.65812,0.51817,3463.92689,4.16833,-0.54173,GALAXY
21.22903,20.91989,19.51347,20.08857,19.08859,0.20374,5844.84534,3.34116,-0.56027,GALAXY
17.01709,17.74221,17.75299,17.23813,16.79482,0.51104,5618.18438,4.1414,0.09927,STAR
20.75679,19.80262,18.2886,19.2773,18.8766,0.14963,7670.5916,3.56538,-0.58749,GALAXY
20.89652,19.06685,20.01414,18.39365,19.49805,0.55368,5285.03822,3.15866,-0.24324,GALAXY
20.64473,21.51613,18.86648,18.49626,17.89884,0.27465,4044.00766,3.55633,0.60295,GALAXY
19.52296,18.18978,16.17915,16.0866,16.15394,0.04665,5086.96704,3.7182,-0.8306,STAR
21.31195,20.77057,18.19012,20.519,18.04074,0.31092,6171.55933,4.35834,-0.35668,GALAXY
18.04297,17.86763,17.73655,15.49423,15.50871,0.11284,6818.24646,3.79632,-0.30578,STAR
21.75244,20.15104,19.37482,19.50363,18.81422,0.19459,5069.98794,4.00921,-0.16212,GALAXY
19.89703,20.3992,19.49473,18.09829,19.1386,0.02039,5326.57476,2.71394,-0.37445,GALAXY
17.94426,17.12839,16.37781,17.30058,15.67421,0.068,7227.21122,4.52928,0.11742,STAR
19.30241,20.80262,20.06427,18.89059,19.59168,0.35423,4879.86119,2.82688,0.10998,GALAXY
21.47476,20.6054,19.65912,18.14973,18.63092,0.35535,5360.00768,3.08539,-0.6561,GALAXY
17.69239,18.80784,19.53171,20.27567,16.12943,1.59963,8447.89535,3.11207,-0.23283,QSO
17.97761,17.4557,17.11183,16.26559,15.79327,0.01296,3513.5121,4.20892,0.5358,STAR
20.80617,20.55266,20.5735,19.9655,18.94357,0.12277,4110.44659,3.45941,0.32931,GALAXY
18.84388,16.62879,17.35788,16.95974,16.79718,0.00548,7816.2106,5.16421,0.10143,STAR
16.5172,17.8373,17.82482,16.40197,15.17162,0.19992,6827.66208,4.6877,-0.33179,STAR
23.09781,20.33634,19.09427,19.60685,17.3757,0.12513,5588.50613,3.94133,-0.9367,GALAXY
18.6644,17.883,19.52727,17.67966,18.58132,1.37455,7106.46973,4.38916,-0.00268,QSO
18.07022,17.45834,17.69568,17.2839,15.01986,0.20379,6497.81718,4.51333,0.16217,STAR
18.75253,20.03866,19.96952,19.88586,18.90268,0.50596,3178.99209,2.2803,-0.72613,QSO
20.27608,20.59898,19.91866,19.20363,18.77272,0.14345,6370.73498,3.00287,-0.61449,GALAXY
18.54696,17.21977,17.07818,16.96895,16.13925,0.1191,5036.66491,4.42906,0.34663,STAR
20.60033,20.17514,18.60748,19.10615,17.9067,0.34526,4843.24045,2.96036,-0.63836,GALAXY
17.59335,18.64224,17.56862,16.65147,16.7826,0.3965,5897.12511,4.64106,-0.09492,STAR
20.90544,20.59049,20.29531,17.62934,19.9797,0.30892,4036.09788,3.88751,0.66117,GALAXY
17.60587,17.44234,16.2028,17.39765,15.84854,0.12933,4685.86276,4.70034,0.36052,STAR
20.16506,19.92365,19.10888,19.66397,18.22169,0.04327,5836.41941,4.02921,-0.4033,GALAXY
19.30911,17.46364,16.36932,15.15805,17.34235,0.0699,6937.62477,4.4353,0.00348,STAR
19.64254,18.02815,17.41756,16.75803,16.91918,0.14003,5265.56355,4.74615,-0.0124,STAR
17.09185,18.06152,17.42451,15.57807,16.0973,0.00914,5148.57686,4.41521,-0.35836,STAR
17.76127,18.77014,16.521,16.41852,15.94155,0.4373,6150.99328,4.66371,-0.40264,STAR
18.27064,17.9374,17.21185,17.56093,16.8972,0.0359,4878.76637,3.71767,-0.55426,STAR
18.9324,19.22578,17.80294,18.99396,19.58362,2.79645,10760.49573,4.32411,-0.86146,QSO
18.31146,17.93873,16.30466,16.50877,16.52379,0.11053,7125.9403,4.17123,0.18895,STAR
22.07328,19.50305,18.0963,19.2538,18.317,0.21463,4758.49177,3.29848,-0.60134,GALAXY
18.60471,18.14301,16.35991,16.53683,15.56786,0.06629,6352.0939,4.50407,-0.40535,STAR
18.00167,18.03357,16.23399,17.10958,15.0329,0.17164,4818.64589,3.97555,0.20728,STAR
20.65757,18.79334,18.87321,18.95881,18.32404,0.02579,4942.04865,2.69697,-0.13402,GALAXY
21.0049,22.0102,19.3808,18.64905,18.40676,0.03348,4167.47168,3.75299,-0.00078,GALAXY
17.9312,17.32999,18.36396,16.68768,15.73639,0.02293,2909.9543,3.97367,-0.45225,STAR
19.75525,20.50425,20.53972,18.08407,19.27035,0.13113,4967.8084,2.91581,-1.14526,GALAXY
20.53532,20.24807,19.28841,19.6221,19.4021,0.00141,4378.90221,2.50883,-0.7338,GALAXY
21.66102,18.79495,19.20385,20.02648,17.53996,0.0412,4802.09236,3.46653,0.15086,GALAXY
20.87086,19.44416,21.42779,20.37017,18.01604,0.28889,3462.09284,3.5722,0.24514,GALAXY
18.13529,18.95176,18.59643,18.74031,18.39111,0.40178,8093.83168,4.61055,-0.33899,QSO
16.68364,18.04455,17.13293,17.33008,16.23086,0.13569,5539.9632,4.77863,-0.23791,STAR
21.10305,19.36021,17.91198,17.16185,19.30989,0.63204,9663.58675,2.69577,-0.91078,QSO
18.54485,18.40967,17.90311,17.34375,15.88849,0.08394,8132.76668,4.97123,0.23641,STAR
16.90015,17.56729,16.92011,15.89599,16.2927,0.32228,5368.16328,4.05722,-0.07662,STAR
20.64334,20.5445,19.90156,19.00257,18.63913,0.40592,4879.66944,4.34048,-1.11229,GALAXY
17.78848,17.12949,17.63089,17.29734,16.52898,0.03832,3333.00606,4.14658,0.11578,STAR
19.14566,20.81321,19.68434,19.57767,18.21858,0.19661,4531.11332,3.84848,-0.04644,GALAXY
21.03751,19.15429,18.92637,19.64471,18.98959,0.18782,4758.45161,2.80028,-0.61502,GALAXY
17.60784,17.64748,17.77372,16.34962,15.38454,0.50331,4789.02206,5.10129,-0.13052,STAR
16.89679,18.86098,16.44908,16.74538,15.51084,0.30227,6225.67809,4.01786,-0.23287,STAR
18.23975,17.82527,16.69704,16.4428,16.95782,0.00551,5442.45721,4.63472,0.20415,STAR
17.34135,17.66526,17.3854,15.97634,15.27849,0.18071,5706.05032,4.32833,0.15514,STAR
20.42194,19.64219,19.91582,20.20672,19.24235,0.18455,5340.93062,5.00924,0.71122,GALAXY
19.25002,17.29485,17.11887,17.34875,16.93299,0.38798,4909.79113,4.47839,0.67658,STAR
17.89014,17.18442,16.20711,17.76326,17.73085,0.13084,5838.74977,3.91306,0.09481,STAR
18.69869,19.0726,18.01785,17.70332,17.44907,1.6513,5126.48216,3.34847,-0.06525,QSO
18.86613,19.87592,19.39248,18.49479,18.71904,0.23351,2950.32352,3.88419,-0.62666,GALAXY
21.34347,20.11158,18.17624,19.05293,18.49809,0.43178,4433.60116,3.52112,-0.62769,GALAXY
19.99768,17.25699,15.755,16.68303,15.46014,0.10443,5346.93066,3.83684,-0.03215,STAR
22.00627,19.45987,19.85713,16.46736,20.32077,1.28343,7682.97106,2.44806,-0.0124,QSO
19.42646,20.79096,19.64563,19.33941,19.64913,0.16338,5147.42586,2.71971,-0.17941,GALAXY
18.1676,15.86258,16.97925,17.05317,15.34968,0.21072,3398.53786,4.54758,0.32722,STAR
21.58128,19.80883,19.23421,19.58728,18.53696,0.36558,3379.51364,3.74032,-0.24858,GALAXY
18.60938,17.9959,16.98927,16.75504,16.22546,0.31104,7101.87276,5.04784,0.25978,STAR
20.05525,19.52869,20.18238,20.41247,18.7643,0.2687,5339.19789,3.09667,-0.76187,GALAXY
20.64275,21.16065,19.90436,19.73331,19.00552,0.07318,4980.54604,3.25184,-0.74338,GALAXY
18.31695,17.34755,16.63707,16.60324,15.44784,0.23993,6183.34905,4.25607,-0.37314,STAR
22.5528,19.92236,19.02865,18.86231,18.84737,0.2765,4351.38746,3.4114,0.00158,GALAXY
18.70757,18.35506,16.32184,16.74735,16.99081,0.31251,7382.57406,4.56151,0.00958,STAR
17.11839,18.03204,17.0555,17.29796,16.70598,0.18286,5519.60552,4.05804,0.10012,STAR
18.02054,16.62028,16.28683,16.71336,17.73323,0.0726,6172.76192,4.04829,-0.1319,STAR
19.06758,19.02702,17.69687,19.0926,19.03196,1.45958,7575.34845,4.43726,-0.00018,QSO
16.26546,16.68755,17.10917,17.49095,16.90585,0.23402,6117.75757,4.40845,0.06622,STAR
20.61305,20.26418,17.88182,19.00517,18.15461,0.06899,5289.16025,3.5116,-0.0463,GALAXY
18.35732,19.34969,17.40096,19.74471,15.13366,1.72833,8282.95386,4.44902,-1.44632,QSO
18.80052,17.6207,16.90674,16.8094,17.55801,0.0306,5867.31953,3.94912,0.09032,STAR
16.56147,18.20601,17.61658,17.17405,16.36013,0.07861,7545.23056,4.30782,-0.20815,STAR
22.11305,19.57806,18.92368,18.76722,19.35956,0.02989,4572.55022,3.45441,-0.40019,GALAXY
17.84244,17.20022,16.44328,17.78293,17.16039,0.05968,5901.01313,3.5387,0.06322,STAR
23.11122,20.43273,20.76387,20.51441,19.06487,0.08981,4724.28598,3.33448,-0.01827,GALAXY
20.89601,21.68951,20.74272,17.3848,18.26759,0.45745,6186.14413,2.86779,-0.30124,GALAXY
20.53382,21.20568,18.71444,18.91994,17.8304,0.24172,7249.63376,2.35331,-0.29404,GALAXY
17.83855,19.08493,16.89246,16.10102,16.29932,0.0221,5879.90572,4.29773,-0.35718,STAR
23.18682,19.76403,19.65494,19.22741,18.28509,0.5117,5936.71787,3.82363,0.18665,GALAXY
21.04214,20.27078,17.69207,19.31653,16.73044,0.28392,6516.09396,3.36524,-0.40504,GALAXY
17.94042,18.03709,16.17168,16.41138,16.09075,0.49707,6563.84686,4.36009,0.07068,STAR
20.19678,17.5333,17.30124,16.58047,16.20728,0.1305,6126.43034,4.2799,-0.38242,STAR
19.31018,19.24158,19.04382,18.76927,18.7786,1.87919,7858.1363,3.85068,-0.69086,QSO
18.12976,17.44637,16.27581,16.62061,16.62948,0.26089,5849.13315,3.64082,-0.26621,STAR
19.59341,19.45822,19.0634,18.59763,20.43422,1.01452,4978.41095,4.58585,-0.93444,QSO
17.16026,16.01629,16.95098,16.55905,15.40297,0.31768,5338.50425,4.19919,-0.51445,STAR
19.96086,20.76994,19.42996,18.44468,20.73328,0.19353,7093.99328,3.0188,-0.63168,GALAXY
17.93709,17.60696,17.10305,17.62045,15.70667,0.25702,5521.40725,4.17186,-0.24827,STAR
19.41533,18.33751,17.15013,16.52407,17.45801,0.25499,4975.68704,4.86525,-0.30823,STAR
17.94497,16.4525,16.89166,17.12702,16.16476,0.14761,5651.88099,4.24974,0.50397,STAR
17.75006,18.05626,16.94419,17.24866,16.8885,0.05299,7522.61102,4.0993,-0.05091,STAR
21.96232,20.67635,18.87169,19.25455,18.92126,0.29931,5397.55554,4.03356,-0.62848,GALAXY
20.5033,19.1056,20.27821,19.60493,19.76005,0.11153,3846.77825,3.3391,-0.08906,GALAXY
16.16387,17.8896,16.67997,15.87131,16.14546,0.16108,6246.3129,4.19674,0.08786,STAR
19.1479,17.09533,17.09194,17.10943,16.75951,0.02294,6051.708,4.29789,-0.09669,STAR
18.64179,17.82541,15.36995,16.06361,16.10518,0.27038,5180.14893,4.84964,-0.20219,STAR
21.60057,19.97823,20.64716,19.22956,19.01894,0.17182,6304.53852,3.51947,-0.1379,GALAXY
18.433,17.88393,16.93918,15.89071,15.98818,0.02737,5885.41314,4.18386,-0.51665,STAR
18.60463,17.56354,16.76505,15.17158,15.73282,0.10209,7185.40744,4.73551,-0.08206,STAR
19.15769,16.87976,16.9094,16.60404,15.81526,0.18705,3201.2035,4.90472,-0.29781,STAR
17.88109,15.81516,16.76543,16.97041,16.75112,0.18957,8419.79961,4.23566,-0.21458,STAR
19.58596,17.15938,16.50669,17.34025,16.33438,0.00859,3916.80572,4.49121,0.39559,STAR
18.53866,18.00052,16.2843,16.36365,15.60273,0.03139,7352.97882,5.17491,-0.02949,STAR
16.90344,15.97594,17.29796,15.1401,17.53437,0.36707,5646.39283,4.17989,-0.3212,STAR
17.9506,16.94775,17.09095,16.87222,17.99298,0.0316,4750.61262,3.98508,0.50931,STAR
18.17882,17.9337,16.50788,16.09096,15.76052,0.16178,4063.57998,3.76875,-0.24261,STAR
20.2628,18.0198,17.48347,17.07565,15.51849,0.01914,5561.01597,4.52451,0.00272,STAR
22.55065,19.84821,20.12503,17.98262,19.36072,0.15523,5600.96568,3.57697,-0.09227,GALAXY
20.18716,20.35957,19.44602,18.36988,18.02438,0.3797,6454.88804,4.66138,-0.37038,GALAXY
17.6704,18.08293,15.92319,17.39829,16.93496,0.11182,5838.66419,3.80642,-0.15969,STAR
19.35925,17.61601,16.94659,17.04779,15.77007,0.29648,3115.30456,4.29765,0.10895,STAR
19.47534,19.84595,20.88193,16.70588,18.09954,0.03894,6334.73381,4.43899,-0.11229,GALAXY
21.35682,20.07676,20.34908,20.45666,18.24623,0.43151,4871.57916,4.35601,0.10612,GALAXY
19.63353,17.12208,17.21558,16.57078,15.46747,0.503,5885.49629,4.10584,-0.04725,STAR
21.4031,19.5115,20.02329,19.05867,19.88811,0.31247,6066.43649,3.7602,0.05989,GALAXY
17.86954,19.52455,19.12984,18.42342,20.88262,1.79613,11876.70194,3.45157,-0.31439,QSO
17.72251,16.55133,16.30288,16.22266,15.89418,0.14922,5921.23321,4.10495,-0.24356,STAR
18.41831,19.26194,16.6811,18.25108,17.35851,1.40181,6848.18678,3.47788,-0.35952,QSO
21.50595,19.12554,19.80231,18.47273,18.62464,0.23613,5697.72131,3.65191,-0.45957,GALAXY
21.03933,20.0517,19.33938,19.98137,18.20436,0.08673,3483.52197,3.35547,-0.20465,GALAXY
16.90795,17.82971,16.74587,15.90925,16.60288,0.01176,7827.07968,4.41104,0.25301,STAR
20.15961,20.33016,20.71364,17.90629,16.79452,0.38879,4353.16967,3.79321,0.17715,QSO
18.42787,18.18582,17.00016,17.27882,15.11443,0.21391,5928.44602,4.27057,0.0575,STAR
19.74305,19.93346,18.77154,18.16379,20.03735,0.19312,5199.45302,2.93338,-0.67816,GALAXY
18.32577,17.25065,18.05831,15.46102,16.96411,0.33771,5510.49348,4.37453,0.33813,STAR
20.7498,18.57536,19.01962,19.03046,19.92761,0.49806,5426.09267,3.19059,-0.53779,GALAXY
17.98459,17.12487,17.71894,15.46842,15.55448,0.26973,6334.14965,4.13741,-0.25359,STAR
22.09194,21.31929,18.60715,19.04396,18.75036,0.31821,4890.31524,2.41323,0.62939,GALAXY
18.10529,17.68598,19.44693,18.44327,19.48594,0.50177,6547.33515,2.87366,0.04629,QSO
17.43456,18.09423,16.31182,16.6167,16.39578,0.29974,4654.09517,3.68025,-0.35794,STAR
20.54309,20.64676,19.94941,19.69746,19.55093,0.29682,3992.17854,4.13646,-0.57233,GALAXY
17.96086,17.48226,16.44037,15.87069,14.91493,0.11453,5056.21263,4.12218,-0.08912,STAR
18.88621,16.33252,16.77896,17.33038,16.16997,0.6548,3314.31952,4.34623,-0.30857,STAR
18.62082,18.76958,19.66747,17.95884,19.98316,1.69519,6998.58223,3.52951,-0.40159,QSO
16.78628,17.65673,17.4621,17.22945,16.37549,0.21367,6838.5483,4.53214,0.26609,STAR
22.22656,20.21839,18.07806,18.55615,18.8414,0.15306,5589.34774,3.53215,-0.61096,GALAXY
22.30999,20.01736,18.73089,19.50505,19.19306,0.33397,4978.5835,3.44564,0.01276,GALAXY
19.59918,16.80581,17.77084,16.62129,15.5219,0.35412,5728.13823,3.62887,0.00411,STAR
17.53447,17.64869,16.91537,16.71191,16.58883,0.21874,6916.10003,3.57124,-0.30319,STAR
18.18588,17.69123,17.0828,16.077,16.06566,0.04583,4465.11331,3.12826,-0.19157,STAR
19.70983,20.242,18.90692,19.08491,17.95534,1.66907,10425.85863,3.8665,-0.57163,QSO
18.57018,18.77584,17.39268,16.75444,16.89502,0.0564,2500,3.94359,0.12345,STAR
17.76527,17.31079,15.9086,16.41724,16.77783,0.21461,4130.51514,4.64937,0.16954,STAR
19.35928,18.08118,18.85697,18.53807,18.04856,0.9747,4206.45976,3.89413,-0.69687,QSO
19.13943,17.73182,17.44702,15.66494,15.41877,0.06228,5634.9121,3.24266,-0.31202,STAR
19.55226,17.59581,16.98384,16.92894,17.22814,0.07522,7123.58531,4.25866,-0.38566,STAR
18.21726,19.10111,18.96907,19.84892,19.95466,1.91405,11245.46645,4.0306,-0.6025,QSO
18.12578,17.77137,17.51929,16.96215,15.66025,0.03904,6253.61338,4.75352,0.56333,STAR
19.25229,18.29592,17.50972,15.58244,15.84113,0.16886,3028.54632,3.60957,0.08437,STAR
21.12743,21.04301,20.85123,18.65332,19.19389,0.30265,4324.22745,3.26919,-0.23341,GALAXY
18.85272,18.03323,16.52183,16.39646,16.56502,0.07859,6632.59959,4.34917,-0.67304,STAR
21.96306,19.74573,19.39276,19.70843,18.61531,0.16649,4481.54568,3.49071,-0.32283,GALAXY
21.45198,19.43142,20.47967,18.22018,20.02486,0.08633,7201.91754,3.99297,-0.84626,GALAXY
19.82803,18.12926,16.85639,18.6332,19.22982,1.93583,11010.63619,4.44034,0.57548,QSO
18.26245,17.92873,17.03329,16.2528,16.16822,0.23307,8764.24585,4.17581,0.15269,STAR
20.82089,20.02497,18.19134,18.97436,18.962,0.37819,4251.85017,2.19526,-0.95503,GALAXY
18.02687,17.14636,16.63995,16.39904,15.66161,0.56682,4124.43587,4.32231,0.4685,STAR
19.06054,17.12141,17.27814,18.23421,16.84578,0.17532,5249.42823,4.61574,0.16517,STAR
17.6469,17.97338,17.49375,17.70699,15.75314,0.03559,7571.81079,4.21986,-0.09408,STAR
22.25671,21.4152,19.683,18.12021,18.66287,0.2163,5271.45121,3.38038,-1.45773,GALAXY
20.90503,19.95712,19.60749,19.13093,18.61514,0.14893,7082.93875,3.13986,-0.39676,GALAXY
20.502,21.28409,18.73472,20.61585,18.1135,0.22297,5458.70463,3.36,0.31407,GALAXY
18.45938,19.03765,16.66106,16.9355,16.32116,0.04209,6424.49978,4.64515,0.45392,STAR
19.69799,19.42242,18.15393,19.27441,18.52004,1.77982,6543.31854,3.46933,-0.00468,QSO
21.30368,19.74314,18.7363,19.62027,17.69757,0.15299,4967.30163,3.05277,0.03685,GALAXY
19.46509,18.29396,17.94476,16.30412,16.55058,0.00161,5871.97231,3.92123,-0.11146,STAR
19.56995,19.81479,20.55771,20.12433,19.0337,0.0331,6948.31479,3.99824,0.44302,GALAXY
21.34165,18.68375,20.56187,18.27736,17.95967,0.29452,5048.13841,3.42889,0.26219,GALAXY
17.53409,17.66918,16.64241,16.86851,16.85689,0.0892,3570.14366,3.82226,-0.28402,STAR
18.11916,17.45745,21.39889,19.22684,18.90115,1.17698,7989.24427,3.90637,0.16595,QSO
16.67877,18.55362,17.20898,16.20152,15.87879,0.28983,2799.98006,4.24848,-0.05157,STAR
19.70323,18.44656,17.03546,17.84508,19.0811,1.41692,7035.70374,3.42507,-0.46514,QSO
20.11895,19.96467,19.93682,18.66076,19.16954,0.44728,6626.32155,3.71816,0.03574,GALAXY
17.63772,17.45793,17.89628,17.13204,16.9904,0.13641,6407.33597,4.57651,-0.33996,STAR
18.9528,17.22471,17.35109,17.14289,16.94968,0.01171,5653.54193,3.46449,0.0223,STAR
21.12003,19.93488,18.92286,19.30357,18.00204,0.47113,4458.34844,2.65802,-0.5478,GALAXY
18.76228,20.31902,17.95971,18.84815,17.37269,0.40632,7940.77374,4.2594,-0.323,QSO
21.33492,19.375,19.23917,18.42139,19.59593,0.35321,5523.14324,3.23259,-0.77162,GALAXY
18.8506,21.20929,18.41886,19.80349,18.94253,0.27259,3776.69422,3.54712,-1.52696,QSO
17.66064,16.48446,17.33005,17.33455,17.19903,0.25666,5980.52706,4.12503,0.03857,STAR
21.16883,20.71691,19.78194,20.42803,19.65874,0.03957,6371.85039,3.74591,-0.08644,GALAXY
18.60056,16.92755,17.75339,16.02525,16.16834,0.15232,2796.76655,3.71113,0.21854,STAR
17.90509,19.52523,19.62245,20.33545,19.63463,0.70522,11599.0137,4.72169,-0.25918,QSO
17.63545,17.39294,17.69965,15.67833,15.63282,0.21005,4593.31082,3.67252,0.28236,STAR
18.7224,18.11253,16.80845,17.78452,15.585,0.33931,7038.19233,4.20763,-0.01349,STAR
21.10721,20.00261,19.37887,19.1355,19.02526,0.21479,4778.03453,3.49866,0.17328,GALAXY
17.89296,17.3512,16.69162,17.27167,17.07819,0.15896,5692.99146,4.33064,0.65908,STAR
20.01045,19.83661,19.88691,19.76347,18.82985,0.10001,10181.13178,3.78626,-1.20598,QSO
19.75806,17.39026,16.55761,16.87993,14.71085,0.0562,7548.33444,4.33566,-0.02597,STAR
18.67699,18.67345,17.53229,15.9274,15.17123,0.04289,4992.01842,4.48859,-0.19074,STAR
