u,g,r,i,z,redshift,temperature,logg,metallicity,class
17.43798,17.47126,17.19227,15.66085,15.88884,0.04184,5613.48164,4.2783,-0.12433,STAR
16.54678,17.36229,17.63405,17.1101,16.65786,0.03265,7654.61515,4.69746,-0.39359,STAR
17.07774,17.87914,17.28019,16.21597,16.43828,0.0732,4054.18821,4.42039,0.01512,STAR
18.91142,18.98063,19.19687,18.17644,18.91328,2.16427,6712.26321,4.11469,-1.0675,QSO
19.01277,16.95591,18.10276,17.03141,15.74669,0.16623,6724.44622,4.534,-0.23592,STAR
17.75852,17.39855,16.82873,16.50934,15.92018,0.09333,5690.30293,4.62957,0.14865,STAR
17.02945,17.9656,19.36362,20.20865,18.72617,1.99721,7188.36404,4.77271,-0.37604,QSO
21.07814,19.21048,19.57189,19.86719,19.50023,0.14695,4147.03923,3.22088,0.29731,GALAXY
20.87863,18.53062,19.30212,18.6823,19.35769,0.94957,11047.60518,4.46825,-0.60362,QSO
19.85424,17.45453,17.70826,15.51945,16.32728,0.11931,5569.8189,4.0295,0.62731,STAR
21.28597,20.59686,18.582,19.43795,18.63211,0.26738,5677.53508,3.14302,0.30351,GALAXY
20.4362,19.52075,20.31814,18.6792,19.56888,0.1344,3479.70224,3.00721,-0.09376,GALAXY
18.30216,17.25478,16.86168,17.2087,17.27725,0.01135,6928.02697,4.40445,-0.20435,STAR
19.36163,18.91887,18.29947,20.45902,18.31803,1.06265,4869.86331,4.07224,-0.09318,QSO
18.05625,17.87557,16.87788,16.93777,16.15761,0.00983,5326.19785,4.62011,-0.28127,STAR
18.80691,17.1846,18.03045,16.08528,16.68507,0.08763,6907.54349,4.28487,-0.02769,STAR
20.06884,18.9726,18.72446,17.84144,18.07675,2.90743,9957.76889,3.69758,-0.02027,QSO
20.20951,17.77135,19.47863,18.58256,16.72339,1.92497,9343.08893,3.56562,0.05141,QSO
18.7929,19.23643,20.18557,19.22711,18.06,1.1701,8906.768,3.59432,0.17194,QSO
20.93695,19.9523,19.24382,18.65405,18.66448,0.14344,6376.89848,4.40444,-0.48169,GALAXY
21.71497,21.24719,19.05147,19.57987,18.55329,0.34355,7111.47642,3.25954,0.30877,GALAXY
21.45817,21.41583,19.44295,18.80414,19.98263,0.36034,5015.67914,3.61376,-0.3229,GALAXY
21.25639,20.35653,18.15011,19.31717,18.96906,0.21578,6742.76168,3.19577,0.12261,GALAXY
19.73065,18.08204,19.57363,18.43504,17.16936,1.67113,8422.11329,3.1936,0.01438,QSO
18.79463,16.62361,16.67454,17.2399,16.16826,0.02531,6786.66069,4.30458,0.43518,STAR
20.39659,19.22358,18.31778,18.41351,19.12247,0.18121,4543.17168,3.68892,0.00321,GALAXY
20.68101,19.72636,18.0079,18.24591,19.43774,0.72925,4614.19167,3.94961,0.02143,QSO
21.43829,20.34528,19.16507,19.65697,18.93028,0.27296,4845.88273,3.6026,0.05252,GALAXY
21.42295,19.74073,19.29304,19.9091,19.50752,0.15637,5262.20459,3.08989,0.31257,GALAXY
21.52947,21.05099,18.58521,18.87131,18.13299,0.13806,3869.86484,3.93195,0.07606,GALAXY
20.38039,19.19098,18.29225,19.52564,17.56013,2.60136,8378.93221,4.0253,-0.30055,QSO
19.82285,17.77225,17.91422,17.72948,18.42594,0.36678,6494.30708,4.34308,-0.0408,QSO
18.84618,16.40633,16.44581,16.65878,15.6054,0.1601,7112.34072,3.97075,-0.02924,STAR
18.30656,20.77951,19.29034,19.09983,20.30891,1.69075,8559.9457,4.04151,-0.19129,QSO
17.76743,16.65395,17.70802,17.02936,16.30788,0.00945,7548.16756,4.725,-0.14265,STAR
18.17989,17.59594,17.0962,16.16029,15.45531,0.06541,3016.98706,4.5273,0.49997,STAR
18.02332,17.80327,17.61622,15.55829,16.80876,0.00924,6593.76301,4.68094,-0.07659,STAR
20.22487,20.87908,20.02106,19.5738,18.74481,0.25974,5919.98048,3.89574,-0.46605,GALAXY
19.75351,19.47504,17.62016,18.76362,17.81547,2.04325,3069.07229,4.40326,-0.18291,QSO
21.46238,20.21677,19.97639,20.59125,20.07332,0.2669,5521.28029,3.9457,0.27282,GALAXY
18.9358,19.00592,18.79429,19.18492,18.35015,2.25818,5531.19415,5.43883,-0.85569,QSO
18.49801,17.83063,16.62958,17.52082,16.77116,0.12902,6090.13363,4.89933,0.8,STAR
21.46116,20.58104,19.34421,18.8594,19.15866,0.32786,4830.07237,3.27771,0.71089,GALAXY
17.35086,18.12103,16.82523,15.25959,15.30365,0.15682,7481.4693,4.2521,-0.26233,STAR
18.51887,18.73443,19.31056,17.57425,17.78994,1.83203,5961.2208,3.40168,-0.69125,QSO
19.27689,19.64993,19.41978,17.562,18.62121,1.59685,8150.07497,4.0303,-0.29803,QSO
20.14771,18.94055,18.78199,18.34264,18.31464,1.19773,10305.67239,4.30016,-0.26712,QSO
17.00095,17.24673,16.37622,16.56439,16.83079,0.09998,4572.9129,4.39254,-0.06979,STAR
21.46034,19.73419,19.23925,19.70716,18.51732,0.22882,3436.87671,3.06108,-0.38942,GALAXY
21.95342,20.86848,20.30672,18.77371,18.72767,0.12932,3959.0413,3.14778,-0.64296,GALAXY
21.36533,19.41213,18.88343,19.6011,19.6944,0.18571,3625.94073,4.47988,-0.23789,GALAXY
18.34682,17.8791,16.48048,16.59383,16.16472,0.09089,5071.36532,4.58777,0.09055,STAR
20.11803,20.9639,19.51473,20.08265,17.36001,0.05595,5941.03506,3.56718,-0.23861,GALAXY
18.31565,16.4775,17.15713,15.56184,15.7823,0.00392,7739.86453,3.35197,-0.45733,STAR
20.01522,20.70528,19.61189,18.80849,18.40052,0.11031,3587.10517,3.3855,-0.47261,GALAXY
21.71139,19.31255,19.81201,19.78678,17.64863,0.31063,4209.8141,3.36444,-0.0877,GALAXY
18.62745,19.48428,18.98273,18.41386,18.81902,1.16006,7132.79875,4.00672,-0.19779,QSO
17.46734,17.83827,16.16186,16.29372,17.29223,0.0937,6444.47288,4.41959,0.20671,STAR
19.53236,20.45904,19.55566,19.21945,18.27951,0.03945,4618.93139,3.24256,0.39206,GALAXY
20.49718,20.93122,19.17736,18.22385,17.87682,0.05927,5695.52909,2.98353,-0.5215,GALAXY
21.06691,20.43377,19.2728,18.57218,18.1125,0.26705,5367.08483,3.24341,-0.09023,GALAXY
20.16794,18.66491,18.462,18.07762,18.06657,1.71984,8310.09882,3.83367,0.44424,QSO
20.02334,19.81313,19.38734,18.95108,18.9132,0.28203,5109.81173,4.28275,-0.32497,GALAXY
18.68791,20.14506,18.77103,20.53008,18.81755,2.1597,8794.47403,4.73493,-1.02509,QSO
20.05343,20.90843,20.87328,19.97522,18.63524,0.14612,6377.52376,3.91608,0.21021,GALAXY
18.713,21.14702,18.36626,18.77923,20.42852,1.42477,8465.63347,4.00195,-0.70517,QSO
19.80187,20.87328,19.56291,19.81021,18.97928,0.28645,6201.88308,3.30096,-0.21336,GALAXY
21.84046,18.84422,20.67412,18.81031,19.40059,0.07658,2977.00284,4.23704,-0.79778,GALAXY
20.49016,18.7765,21.25909,19.3343,17.59734,0.05896,4018.72679,2.40751,-0.4376,GALAXY
17.08315,17.12819,16.7517,17.0862,16.15797,0.03945,5203.76927,4.80572,-0.43969,STAR
21.45749,19.70835,20.01741,19.028,19.84533,0.35588,5259.44296,3.73539,0.43518,GALAXY
19.69575,21.0051,18.70294,18.95152,18.80645,0.38914,3886.87427,3.91484,-0.35252,GALAXY
21.47207,19.12471,20.40061,18.2191,19.2094,0.032,4317.84401,3.38184,-0.74317,GALAXY
18.12523,18.89035,19.05999,19.99369,19.00533,0.61591,5052.1162,4.23023,-0.02624,QSO
20.67405,20.3785,19.94861,19.78597,20.05075,0.17145,5351.73719,2.45384,-0.45781,GALAXY
17.09072,16.66324,17.01708,16.5458,17.1826,0.10316,3792.43635,4.42529,0.21103,STAR
19.36727,16.62163,17.18245,16.3489,17.54456,0.05255,4731.18985,3.872,0.54943,STAR
17.18435,17.49369,16.59275,16.14401,16.65762,0.01725,6344.84173,3.67456,0.42609,STAR
18.05746,16.99211,17.4107,16.3192,16.16548,0.02455,5613.48185,4.0581,0.25033,STAR
17.29459,17.29386,16.91026,17.04455,15.6836,0.10153,5768.95969,4.12435,-0.29843,STAR
21.19279,20.57977,19.43015,20.04038,19.28574,0.14815,4778.76468,2.90315,-0.00258,GALAXY
18.22356,17.29031,16.14356,16.40999,15.41342,0.01329,4831.13487,4.40981,0.00216,STAR
18.34134,18.8619,18.15443,16.5743,17.06671,0.00763,5795.73822,4.18341,-0.0585,STAR
19.14526,17.15942,17.21352,17.2651,16.15193,0.04793,5324.51333,3.4185,-0.06445,STAR
19.77859,19.69902,18.52221,18.70754,18.79636,1.53048,10167.33689,4.74512,0.00751,QSO
17.79882,18.70897,20.76293,17.66954,17.62918,1.35152,9136.80382,4.24075,-0.58054,QSO
19.24817,18.56933,19.77684,17.77254,18.68684,1.19545,8315.03861,4.1765,-0.02912,QSO
19.37,16.3001,20.11833,19.02787,18.48785,0.76827,9836.50876,3.048,-0.30411,QSO
19.53742,18.74533,20.47403,19.78261,18.82548,1.75664,5988.93924,3.77162,0.0857,QSO
20.14448,20.97789,19.35265,18.46292,18.37403,0.42599,5952.57881,2.94609,-0.89311,GALAXY
17.77022,16.80402,16.34279,17.03689,17.35322,0.03747,6095.43716,4.42923,0.13962,STAR
19.79905,21.04185,19.24631,20.89764,18.77042,0.03436,3265.41846,3.0396,0.3348,GALAXY
20.42647,18.78083,19.06683,19.06987,18.11823,0.95061,8182.43041,3.88486,0.04672,QSO
20.57246,20.92631,21.08403,19.29509,18.46399,0.26864,4747.52228,3.47394,-0.49784,GALAXY
18.91832,18.7116,18.06505,18.85384,18.8629,0.87629,7100.27851,3.48451,-0.75545,QSO
19.52934,18.5837,19.59222,18.23453,18.83855,0.01759,5940.55996,3.65277,-0.6734,GALAXY
20.59967,20.19403,19.08637,19.73625,18.87918,0.42436,5822.75869,3.87409,-0.50982,GALAXY
17.597,16.43199,17.34323,16.30233,16.34613,0.17001,7763.79767,4.55286,-0.32162,STAR
18.45924,17.66837,17.14285,16.67071,16.06982,0.04025,4929.35774,3.88042,-0.05433,STAR
18.72148,17.31479,16.89436,16.42413,15.98998,0.06128,6950.08626,4.97705,0.22203,STAR
17.56047,17.2671,16.54403,15.94997,16.1569,0.27971,6362.07997,4.12214,0.12493,STAR
21.98716,20.3395,19.26721,19.02807,18.68306,0.28204,5589.43574,2.65595,-0.11867,GALAXY
20.49949,18.83088,17.78257,18.9018,19.4213,1.30001,6162.66972,2.9194,-0.63446,QSO
18.55389,17.88151,16.92248,18.00006,16.45343,0.06335,5129.25282,3.9709,-0.35974,STAR
19.83207,19.18198,19.70874,19.63619,17.89428,0.25512,5766.03841,3.44036,0.13156,GALAXY
20.44823,17.28601,19.31082,18.29252,18.2989,0.28727,5982.15573,3.87735,-0.33323,QSO
20.30021,18.11918,20.14548,18.19513,17.93518,0.12206,4922.24324,3.94807,-0.6929,GALAXY
20.89098,19.51729,18.37112,18.02674,18.78775,0.07984,5024.37043,3.32863,-0.07727,GALAXY
18.23727,19.62388,16.92003,18.86813,17.82266,2.22251,9049.43857,3.86963,-0.21173,QSO
18.78353,17.84033,18.03964,16.21769,16.96707,0.10029,4254.39213,4.51624,0.1127,STAR
20.99554,18.66026,18.33414,17.53073,19.04957,0.286,8979.78435,3.05108,-0.49283,QSO
22.0705,20.43536,19.8289,18.85309,18.49239,0.15441,6721.75886,3.28889,0.03938,GALAXY
19.5937,17.73601,16.70595,16.84365,16.87861,0.16714,6249.25824,4.32765,-0.38432,STAR
18.5981,17.67258,17.30387,16.33308,16.75821,0.21625,6549.11517,4.27601,0.10138,STAR
17.74855,18.96641,18.4559,16.86355,17.70058,1.67274,8000.42191,3.53638,0.10811,QSO
20.03086,20.73861,18.46787,19.201,18.70827,0.50203,4704.7258,4.12105,-0.4815,QSO
17.44644,17.84741,16.87348,16.35907,15.98459,0.05204,7391.88676,4.86524,-0.30584,STAR
19.57931,19.14981,20.60093,18.2335,19.47651,1.93794,8433.97403,3.81866,-0.75084,QSO
21.55656,21.0956,19.06859,19.33112,18.94096,0.08689,4315.54794,3.69291,0.1949,GALAXY
19.68962,20.50236,19.57092,20.32957,18.78262,0.27369,5061.63454,2.85016,0.76268,GALAXY
19.26295,17.96867,16.49396,15.95861,16.46377,0.00016,4446.91432,3.85563,-0.22201,STAR
17.50359,16.88438,17.36265,16.17386,16.13669,0.00995,3033.95441,4.60911,-0.0393,STAR
21.86274,19.55687,19.06531,19.25284,17.46334,0.15397,4353.59956,2.78135,0.29121,GALAXY
19.91754,20.30108,20.04479,19.69718,18.85166,0.18521,3662.8584,4.46882,0.61734,GALAXY
18.91908,18.00465,16.01644,16.48084,16.3739,0.04008,6288.83709,3.80993,-0.02504,STAR
20.88806,19.54842,18.96514,19.59066,18.91273,0.97669,6230.06155,4.69822,-0.16825,QSO
17.8702,18.50504,15.45263,17.03883,16.89404,0.26232,3344.54813,3.97556,-0.27817,STAR
20.10746,19.74785,19.94949,19.3336,17.57109,0.11918,3874.01442,3.03318,-0.2344,GALAXY
17.10055,17.06613,16.7451,16.78424,16.04005,0.16234,6194.24134,4.36741,0.18128,STAR
20.22816,19.49205,20.10844,18.40058,18.23507,0.13601,5655.42851,2.8858,-0.19714,GALAXY
21.62096,19.74454,20.74931,18.8882,18.93455,0.27586,5079.39132,3.1497,-0.40804,GALAXY
16.89848,17.75276,17.48374,16.57198,14.90746,0.14784,8078.24595,3.98556,-0.21247,STAR
18.02449,17.52752,17.19158,17.01936,16.79228,0.01521,3571.5007,4.35971,0.1726,STAR
18.90702,18.55753,16.21469,16.81031,17.34761,0.03096,5845.4279,3.85139,0.38772,STAR
19.89682,19.68221,20.46053,18.40478,17.54924,0.25364,3935.27886,2.88825,-0.61114,GALAXY
20.77405,18.70978,19.92911,18.54482,19.86581,0.14855,4363.82563,3.45295,0.16902,GALAXY
22.38246,19.70063,19.41338,18.12396,19.46178,0.06095,3679.30981,3.01803,-0.32558,GALAXY
17.35847,17.24687,16.77375,16.08943,15.78381,0.14286,6335.77024,4.46137,0.23068,STAR
20.87311,20.59632,19.07359,18.95573,18.75112,0.92676,6408.70207,2.49736,-1.07225,QSO
21.28563,19.91936,19.61938,19.19545,18.57922,0.09007,5578.37727,3.67221,-0.44958,GALAXY
18.43378,17.77501,17.04539,16.85736,16.29123,0.06331,5348.40253,4.66608,0.12856,STAR
19.02043,17.79846,16.93127,16.24143,16.62487,0.05558,6382.75424,3.79177,0.30163,STAR
18.53356,18.52603,16.37035,16.28212,16.30859,0.0786,6135.19561,4.3894,-0.31535,STAR
20.97483,19.65479,19.77244,19.50651,18.32086,0.41858,4876.62551,3.41443,0.27052,GALAXY
18.86306,19.99496,20.08091,19.42928,19.26536,3.02735,3646.58223,5.14534,-0.24476,QSO
19.85084,20.77975,19.10645,19.86015,18.70513,0.27375,4512.0281,3.4159,-0.20213,GALAXY
17.88548,19.24021,19.45883,18.07183,17.85947,2.13665,5550.94325,3.40515,0.31694,QSO
21.16051,19.87094,20.14783,19.36706,18.9795,0.11675,4933.30819,2.78771,0.01064,GALAXY
18.58263,20.38029,18.62344,19.37219,18.61635,0.6886,7638.47502,5.64951,-0.60619,QSO
21.52609,21.21453,19.6039,19.07363,18.66281,0.06959,5499.87245,3.16385,-0.53785,GALAXY
18.7194,17.59054,17.49588,18.43257,18.39059,1.19027,11014.17538,4.03653,-0.64946,QSO
19.77343,20.62593,18.32313,18.8335,19.05497,0.24367,3744.2903,3.9454,-0.17816,GALAXY
18.54809,19.32458,19.70949,18.88864,19.32925,1.1109,9707.46,4.27856,-0.57119,QSO
19.22186,17.04958,16.91958,16.3794,17.53367,0.00171,4965.69786,4.53551,0.41546,STAR
21.49246,19.40914,18.63914,19.13241,18.194,0.07179,4695.72941,2.82386,-0.02227,GALAXY
18.34223,17.55447,17.58723,16.68901,16.99904,0.03314,4991.86803,3.7813,-0.79293,STAR
18.46759,18.95405,18.10024,18.443,19.76486,1.04717,8079.62153,3.72596,0.06835,QSO
18.80841,18.88873,20.31363,17.98477,18.77371,1.47617,3572.43744,3.88327,-0.01219,QSO
20.72473,20.12345,19.59582,19.3641,18.55107,0.20655,4993.46667,2.04964,-0.32918,GALAXY
18.32319,17.85615,17.29285,16.43202,16.11386,0.16025,6088.31663,3.85209,-0.25496,STAR
18.19916,17.87708,16.93536,17.08257,16.79228,0.05022,6629.25078,3.41905,0.00957,STAR
17.85532,18.23696,18.17978,19.06749,18.75941,1.94952,7841.86879,3.93687,-0.4771,QSO
18.84161,17.29517,16.66372,17.30497,17.09914,0.08044,4815.71079,4.18383,-0.13778,STAR
19.49818,19.23326,20.1839,18.73095,18.49161,0.53962,9749.93215,4.45619,-0.75351,QSO
19.29832,17.21255,16.44681,16.73452,16.39547,0.06354,5409.3135,4.21957,-0.00722,STAR
20.3039,19.7348,19.10238,18.13969,19.25829,0.12457,5441.27349,3.4504,-0.32504,GALAXY
16.61452,18.17667,16.91257,16.14254,17.05293,0.09413,6452.59812,4.56237,-0.19064,STAR
18.74435,16.85217,16.48747,17.19,16.54313,0.12089,3649.02607,4.07771,0.0325,STAR
19.20101,17.04681,16.4719,17.26026,15.74127,0.24643,4881.86801,4.09904,-0.65197,STAR
19.85242,19.72104,19.69785,17.94923,19.06479,0.31238,5374.82314,3.74801,-0.19389,GALAXY
17.84221,17.29894,16.77345,15.29737,15.83339,0.16309,6023.51268,4.53424,0.20203,STAR
18.15897,17.88186,16.94916,16.51211,16.66904,0.12623,4696.13359,4.39024,-0.03221,STAR
18.84931,18.67269,16.80603,16.12624,15.95736,0.00106,8209.70913,4.39894,-0.00362,STAR
19.09253,17.91458,20.06771,20.38232,19.92532,1.23712,8821.88609,4.14798,-0.93052,QSO
22.58002,18.63531,20.32969,17.57725,19.05064,1.54453,10498.91344,3.2709,-0.20191,QSO
21.50988,18.47467,18.40655,19.10716,18.92439,0.15433,4791.11592,2.55625,-0.34438,GALAXY
19.34453,17.93944,17.62199,15.85825,17.48456,0.02111,5931.95636,4.45229,-0.43594,STAR
18.38393,16.63383,16.85217,16.21269,15.75307,0.09172,5812.53066,4.13879,0.18164,STAR
18.95475,18.03844,18.8976,19.68494,19.62547,0.99216,8799.7577,3.90401,-0.10388,QSO
22.28836,19.5728,20.83766,17.66527,17.95896,0.09906,6052.51808,3.53641,-0.08415,GALAXY
20.18457,20.87649,18.57509,19.3052,17.96717,0.28838,3759.8862,3.87929,-0.34848,GALAXY
18.80924,17.68491,17.65919,16.46085,16.48623,0.0859,4533.61429,3.88448,-0.41658,STAR
19.50726,19.30742,19.57145,18.94016,18.85873,1.94688,6366.28443,4.92673,-0.48775,QSO
18.48242,22.43763,18.96023,18.82162,17.15611,1.4723,7370.14336,3.43156,0.40039,QSO
18.37726,19.63918,17.87431,18.18157,17.56119,1.53596,7575.54084,3.43243,-0.59328,QSO
19.62215,17.99431,19.1695,19.13204,17.15612,1.27611,5422.15905,3.94619,-0.70478,QSO
18.33273,16.70971,17.04558,17.16093,15.77543,0.01479,5214.50827,4.2063,-0.01522,STAR
19.15237,19.52821,18.30793,17.6301,19.25134,0.47578,9378.5831,3.2403,-0.43818,QSO
18.53855,16.32164,17.64464,17.67655,15.90494,0.14344,4420.24034,3.98485,0.44938,STAR
16.78716,17.04553,17.31575,16.69603,16.55755,0.07931,5213.95978,4.43338,-0.12228,STAR
18.03591,17.55168,16.67055,16.03069,16.38527,0.05499,6805.01331,4.22808,-0.00847,STAR
19.19259,18.25606,17.12633,17.09545,17.31362,0.02952,6192.50358,4.66357,0.16144,STAR
22.56464,20.86152,19.73844,18.83193,18.91351,0.35912,4930.30141,2.86168,-0.8961,GALAXY
19.68067,18.99079,19.48393,19.08677,18.7881,0.25087,5469.27935,2.68282,0.19743,GALAXY
22.15578,19.29813,18.63676,19.32046,18.65201,0.10828,5967.36865,3.03217,-0.37921,GALAXY
17.17942,16.79852,16.27027,16.78186,16.69137,0.1515,4591.81299,3.48939,0.10317,STAR
17.58214,17.35759,17.26974,16.46869,16.61872,0.03812,5071.92539,4.07127,0.30602,STAR
18.43864,19.3216,20.00476,19.91518,18.54663,1.65847,7477.73793,4.67241,0.09408,QSO
17.70537,17.73434,16.31015,16.57751,17.10038,0.08835,5797.947,3.92576,-0.06329,STAR
19.26551,20.45949,19.52263,19.62509,18.37676,0.2187,4108.29652,3.96195,-0.00604,GALAXY
18.55556,17.5015,17.33564,15.68061,16.353,0.03677,6651.52959,4.48825,-0.3086,STAR
18.05374,17.6744,16.10568,16.88439,16.74877,0.0255,6127.3607,4.17903,-0.21544,STAR
20.12585,17.64583,18.11633,17.71789,19.29879,1.01117,7277.07127,3.99852,0.37922,QSO
19.24942,19.9125,18.63124,18.82772,18.98427,0.32031,10198.27989,3.57969,-0.11348,QSO
21.09668,21.58431,19.87226,17.8742,18.91776,0.29152,4809.50408,3.51821,-0.42154,GALAXY
18.97318,17.79285,17.53819,16.84938,16.18981,0.04119,6956.41279,4.47889,0.18933,STAR
17.62188,18.01219,17.7912,16.99243,15.9727,0.05761,6609.45487,4.41014,-0.16439,STAR
20.45577,20.02485,19.65118,20.5125,18.498,2.17594,11720.96852,2.31902,-1.05281,QSO
18.05088,16.85977,18.72623,18.05835,17.39519,0.38918,5966.13967,4.95202,-0.73066,QSO
20.87896,19.48324,19.16005,18.78615,18.28963,0.12618,3721.92262,3.47398,0.3091,GALAXY
18.62041,20.51909,19.0557,17.57749,19.39279,1.63081,7186.02571,4.15584,-0.31668,QSO
19.46133,17.26704,17.77164,18.747,17.81615,1.23636,10181.10749,3.85179,-0.86323,QSO
18.71678,18.48486,20.68611,19.05288,18.27965,1.82109,3496.37974,3.45497,-0.51307,QSO
18.56261,18.85758,17.8176,18.22992,19.12541,1.33328,7573.9583,3.96883,-0.46783,QSO
17.95044,17.36049,16.96597,16.82298,15.38605,0.08369,6644.25893,4.18347,0.3269,STAR
18.71531,17.52303,16.509,16.77885,16.69284,0.00403,7144.64288,4.09964,-0.20947,STAR
21.50281,20.30167,18.57202,19.11821,17.62599,1.67682,7196.96891,2.70963,-0.03101,QSO
17.10576,16.76361,17.60499,16.66652,14.99347,0.02759,5390.16163,4.25692,-0.25296,STAR
20.07549,20.30347,19.29342,18.93762,19.23695,0.33587,5546.42233,3.6625,0.23466,GALAXY
19.29304,16.98252,19.10769,20.97344,17.74397,0.87484,9072.81147,3.2541,-0.78762,QSO
22.50798,20.49789,18.84194,19.68144,18.96833,0.35677,5130.78083,4.48248,-0.27664,GALAXY
19.88298,19.67511,18.52742,18.19385,17.34493,0.21089,4496.57143,4.27646,-0.05422,GALAXY
20.26207,19.08966,19.17648,18.68112,17.6393,0.27678,5165.32642,4.06503,0.47784,GALAXY
17.81056,17.70959,16.14446,17.06253,16.00868,0.16431,4399.20442,4.05454,-0.07,STAR
21.0861,19.61112,18.92588,20.78655,18.30999,0.10788,4852.13467,3.87154,0.22567,GALAXY
17.43133,16.94144,16.20711,16.43561,16.5669,0.01816,2884.93444,4.03724,0.08654,STAR
19.22232,19.05221,20.22988,19.37724,17.33274,1.25243,7376.65836,3.40586,-0.81683,QSO
18.95197,18.18547,18.07473,15.6737,16.62472,0.03372,6205.19587,4.56441,0.35935,STAR
18.76983,17.25738,16.38161,16.0695,16.53669,0.02436,5470.45705,4.65851,-0.09074,STAR
21.50378,19.01931,19.64071,19.29455,18.85337,0.22019,5085.83017,2.13834,-0.74297,GALAXY
18.11871,17.59021,15.6549,15.65921,16.39598,0.21136,4670.13993,4.35798,-0.2813,STAR
19.60458,20.81353,18.99435,20.01316,18.12839,1.23932,7950.27924,3.44143,-0.05153,QSO
17.1856,17.84009,16.72804,15.50446,16.80611,0.12396,6495.88569,4.07322,-0.20316,STAR
19.43917,19.31199,18.82486,18.40646,18.81697,0.3713,7765.89298,4.26503,-0.37848,GALAXY
18.06713,17.73663,17.06642,16.16005,15.55559,0.06684,4390.66368,4.60878,0.19518,STAR
19.70675,21.58332,17.90945,19.99061,17.1062,1.34669,5926.06527,3.92185,-0.1282,QSO
19.41642,19.47176,19.14446,19.08964,18.87926,0.10977,4644.1261,2.85268,-0.04151,GALAXY
20.46498,20.90419,20.16613,19.12679,19.20261,0.22408,3808.27267,3.84302,0.01062,GALAXY
20.40485,20.90758,20.22846,17.93834,18.7257,1.89154,3497.80771,4.00519,-0.18612,QSO
21.09435,20.05109,19.20744,18.60689,17.31788,0.43093,4528.11074,2.83204,-0.5144,GALAXY
20.5414,18.93343,18.78252,19.75989,17.36983,0.11845,5442.12745,3.07467,-0.08156,GALAXY
18.3936,17.51929,15.65517,16.5911,16.01201,0.11208,7629.32155,4.78032,-0.1493,STAR
18.97935,17.87234,17.74872,15.38623,16.06576,0.10633,4830.61155,3.68444,-0.40811,STAR
18.0858,17.02937,17.30283,16.3127,16.37946,0.19841,4954.19,3.87862,-0.04969,STAR
21.50237,20.95709,19.83558,18.09501,18.18975,0.15195,5685.78347,3.38473,0.37925,GALAXY
20.77582,20.50492,18.80029,18.9121,18.01944,0.34157,5099.12374,3.55841,-0.4246,GALAXY
19.76385,17.75885,20.66724,19.3716,19.03889,2.07597,3246.90961,4.97496,-0.79466,QSO
17.59725,18.2942,18.76311,17.62703,16.19042,1.43127,5613.73978,3.27945,-0.4102,QSO
19.85279,20.82381,18.63389,19.08854,18.61651,0.5461,8752.16946,2.61298,-0.4678,QSO
17.47203,18.18099,17.5221,16.52432,16.61369,0.05304,7857.85532,4.29523,-0.08588,STAR
17.88776,18.45876,19.49604,18.76405,19.48411,1.19027,9856.20239,2.55986,0.59398,QSO
19.2435,19.1377,17.38081,16.18242,15.67021,0.1579,5464.38837,4.21727,-0.01031,STAR
17.16481,17.66321,17.63969,16.38286,15.6693,0.12824,6320.58427,3.76257,0.04227,STAR
19.26296,19.93238,20.47723,18.86888,18.97328,0.35687,5745.26769,3.11426,-0.58551,GALAXY
17.40493,17.26523,16.76981,17.46691,16.40083,0.04077,3990.81986,4.35449,-0.36662,STAR
18.5584,18.76984,17.35067,16.69501,15.94401,0.02769,5566.99469,3.85541,-0.16379,STAR
18.01756,19.18077,17.8007,18.09356,18.71284,1.07695,7592.44076,2.11748,-0.13585,QSO
20.5046,20.49571,20.28253,19.20875,18.3446,0.28377,5666.38564,3.73354,0.20362,GALAXY
21.87395,19.66729,18.16406,18.76769,17.71277,1.21274,7523.34896,3.79714,-0.67045,QSO
22.59133,20.31918,18.52342,18.26079,19.02486,0.16407,4114.9789,3.85478,-0.23024,GALAXY
20.88893,20.42279,19.71233,18.64702,18.93376,0.32622,6381.79009,2.33108,-0.40679,GALAXY
20.47422,20.80436,20.18555,19.56581,18.95226,0.00329,6587.02713,3.23467,-0.10937,GALAXY
17.26589,18.0038,16.70239,16.55465,16.09344,0.30587,5528.7379,4.06394,-0.32029,STAR
20.23222,18.33317,18.43757,20.36774,20.86047,1.26425,7675.96976,3.59292,-0.45322,QSO
18.86066,18.06611,17.59364,16.90514,15.95988,0.08838,5429.08163,5.06178,-0.04432,STAR
20.90855,20.79848,19.37068,20.32494,19.72006,0.31878,6566.82783,3.08363,0.44381,GALAXY
19.60886,19.89488,20.07113,18.45545,17.4862,0.03891,6295.77916,4.44181,-0.46174,GALAXY
19.77673,20.22245,18.78353,17.38088,17.64055,1.06503,7643.50192,4.57657,-0.31964,QSO
18.66515,18.00363,16.88402,16.42605,16.0583,0.24767,5547.53916,4.02109,-0.3732,STAR
17.52774,18.63425,16.81812,16.17424,16.29347,0.19427,7121.20031,4.81492,-0.38087,STAR
19.23544,16.50358,16.51792,16.85438,16.49918,0.04184,5417.71143,3.38762,-0.00349,STAR
19.49019,18.07843,18.65774,20.38594,17.00111,0.71391,8539.04166,3.71085,-0.83112,QSO
